Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Profit & Loss,EPS in Rs,16.94,,,,4.04,,,,7.63,,,,12.89,4.15,5.72,4.94,5.92,5.36,11.89
Profit & Loss,Dividend Payout %,24%,,,,37%,,,,33%,,,,28%,48%,40%,41%,34%,37%,34%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,124,,,,124,,,,124,,,,124,124,124,124,124,124,124
Balance Sheet,Reserves,3804,,,,4779,,,,5511,,,,5973,1466,2191,2671,2452,1862,3015
Balance Sheet,Borrowings,278,,,,541,,,,394,,,,237,212,94,101,90,283,204
Balance Sheet,Other Liabilities,1140,,,,841,,,,1030,,,,1048,583,588,610,666,623,951
Balance Sheet,Total Liabilities,5345,,,,6285,,,,7058,,,,7382,2385,2997,3506,3332,2891,4294
Balance Sheet,Fixed Assets,993,,,,1055,,,,1055,,,,1008,850,855,884,951,1017,1002
Balance Sheet,CWIP,9,,,,44,,,,19,,,,73,7,22,90,90,7,8
Balance Sheet,Investments,2718,,,,3952,,,,4586,,,,4910,854,1264,1607,1362,656,1679
Balance Sheet,Other Assets,1625,,,,1234,,,,1398,,,,1391,675,856,925,929,1211,1604
Balance Sheet,Total Assets,5345,,,,6285,,,,7058,,,,7382,2385,2997,3506,3332,2891,4294
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,622,,,,308,,,,353,,,,383,569,252,338,391,106,941
Cash Flows,Cash from Investing Activity,-440,,,,-294,,,,-83,,,,8,-77,35,-162,-228,49,-877
Cash Flows,Cash from Financing Activity,-190,,,,-29,,,,-277,,,,-349,-494,-282,-175,-163,-105,-90
Cash Flows,Net Cash Flow,-8,,,,-15,,,,-6,,,,42,-2,4,1,-0,51,-26
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,26,,,,25,,,,39,,,,33,3,7,6,9,9,16
Ratios,Inventory Days,132,,,,81,,,,99,,,,107,100,128,128,120,164,176
Ratios,Days Payable,60,,,,35,,,,39,,,,61,55,52,52,55,44,84
Ratios,Cash Conversion Cycle,98,,,,71,,,,98,,,,80,48,83,81,74,129,108
Ratios,Working Capital Days,39,,,,37,,,,46,,,,229,17,41,45,44,73,44
Ratios,ROCE %,27%,,,,7%,,,,11%,,,,11%,,25%,17%,21%,17%,36%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,52.47%,52.47%,52.47%,52.47%,52.47%,52.47%,52.47%,52.47%,52.47%,52.47%,52.47%,52.47%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,5.69%,5.59%,5.40%,5.51%,5.81%,6.66%,6.45%,6.41%,6.90%,6.40%,6.64%,6.48%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,9.82%,9.80%,11.61%,12.25%,11.87%,12.14%,11.95%,10.95%,11.95%,12.07%,12.05%,11.70%,,,,,,
Shareholding Pattern (Quarterly),Government,,0.00%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,,,,,,
Shareholding Pattern (Quarterly),Public,,31.68%,31.76%,30.15%,29.39%,29.48%,28.37%,28.76%,29.82%,28.32%,28.69%,28.47%,28.99%,,,,,,
Shareholding Pattern (Quarterly),Others,,0.34%,0.34%,0.34%,0.34%,0.34%,0.34%,0.34%,0.34%,0.35%,0.35%,0.35%,0.35%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,275060,284347,248095,238404,231913,218094,226844,213679,211507,226758,238785,251087,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,52.47%,,,,52.47%,,,,52.47%,,,,52.47%,,52.47%,52.47%,52.47%,52.47%,52.47%
Shareholding Pattern (Yearly),FIIs,5.81%,,,,5.51%,,,,6.41%,,,,6.48%,,4.02%,4.36%,2.34%,2.31%,2.73%
Shareholding Pattern (Yearly),DIIs,9.49%,,,,12.25%,,,,10.95%,,,,11.70%,,8.99%,8.77%,10.63%,12.67%,11.84%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.01%,,,,0.01%,,,,0.01%,,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,31.88%,,,,29.39%,,,,29.82%,,,,28.99%,,34.17%,34.05%,34.21%,32.20%,32.61%
Shareholding Pattern (Yearly),Others,0.34%,,,,0.34%,,,,0.34%,,,,0.35%,,0.35%,0.35%,0.35%,0.35%,0.35%
Shareholding Pattern (Yearly),No. of Shareholders,272282,,,,238404,,,,213679,,,,251087,,122709,125580,124977,118293,125069
,,,,,,,,,,,,,,,,,,,,
