Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,CWIP,33,,,,56,,,,68,,,,56,16,21,21,30
Balance Sheet,Investments,153,,,,66,,,,0,,,,144,0,0,16,27
Balance Sheet,Other Assets,590,,,,679,,,,591,,,,502,190,355,186,208
Balance Sheet,Total Assets,2165,,,,2591,,,,2837,,,,3041,834,1095,1384,1349
,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,395,,,,382,,,,449,,,,508,3,47,213,154
Cash Flows,Cash from Investing Activity,-692,,,,-204,,,,-187,,,,-337,-54,-335,-2,-78
Cash Flows,Cash from Financing Activity,313,,,,-195,,,,-212,,,,-211,19,281,-208,-52
Cash Flows,Net Cash Flow,16,,,,-17,,,,49,,,,-39,-32,-7,3,25
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,3,,,,3,,,,5,,,,5,2,7,1,3
Ratios,Inventory Days,46,,,,49,,,,44,,,,38,39,35,40,56
Ratios,Days Payable,138,,,,107,,,,104,,,,98,128,106,110,170
Ratios,Cash Conversion Cycle,-89,,,,-55,,,,-55,,,,-54,-87,-63,-69,-110
Ratios,Working Capital Days,-35,,,,-25,,,,-17,,,,2,-91,-133,-21,-49
Ratios,ROCE %,9%,,,,10%,,,,7%,,,,6%,,-5%,1%,-2%
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,51.26%,51.27%,44.90%,44.90%,44.87%,41.69%,31.30%,30.84%,30.82%,26.19%,26.13%,26.09%,,,,
Shareholding Pattern (Quarterly),FIIs,,12.61%,12.60%,16.54%,15.50%,18.66%,23.65%,29.98%,29.95%,31.53%,31.46%,30.67%,30.42%,,,,
Shareholding Pattern (Quarterly),DIIs,,12.49%,16.77%,24.95%,27.45%,29.61%,28.04%,31.69%,32.39%,31.46%,37.11%,38.32%,38.51%,,,,
Shareholding Pattern (Quarterly),Public,,23.65%,19.36%,13.61%,12.16%,6.87%,6.63%,7.04%,6.82%,6.21%,5.23%,4.89%,5.00%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,66462,62293,60178,59136,55531,53845,51840,53150,51602,54062,54905,54414,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,51.26%,,,,44.90%,,,,30.84%,,,,26.09%,,,,
Shareholding Pattern (Yearly),FIIs,14.34%,,,,15.50%,,,,29.95%,,,,30.42%,,,,
Shareholding Pattern (Yearly),DIIs,10.83%,,,,27.45%,,,,32.39%,,,,38.51%,,,,
Shareholding Pattern (Yearly),Public,23.57%,,,,12.16%,,,,6.82%,,,,5.00%,,,,
Shareholding Pattern (Yearly),No. of Shareholders,65790,,,,59136,,,,53150,,,,54414,,,,
,,,,,,,,,,,,,,,,,,
