Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2016
Profit & Loss,Operating Profit,307,,,,302,,,,215,,,,245,174,125,159,162,122,
Profit & Loss,OPM %,13%,,,,11%,,,,8%,,,,9%,11%,8%,8%,9%,9%,
Profit & Loss,Other Income,-5,,,,-9,,,,6,,,,9,23,25,9,8,10,
Profit & Loss,Interest,48,,,,54,,,,71,,,,95,64,63,67,69,49,
Profit & Loss,Depreciation,70,,,,79,,,,97,,,,114,73,77,81,81,81,
Profit & Loss,Profit before tax,184,,,,160,,,,53,,,,44,61,10,21,20,2,
Profit & Loss,Tax %,24%,,,,18%,,,,24%,,,,28%,13%,-186%,37%,34%,-113%,
Profit & Loss,Net Profit,140,,,,131,,,,41,,,,32,53,29,13,13,4,
Profit & Loss,EPS in Rs,32.23,,,,28.98,,,,9.06,,,,7.06,13.43,7.26,3.36,3.37,0.97,
Profit & Loss,Dividend Payout %,6%,,,,7%,,,,25%,,,,-0%,15%,14%,30%,30%,103%,
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,43,,,,45,,,,50,,,,50,39,39,39,39,43,
Balance Sheet,Reserves,673,,,,838,,,,934,,,,957,453,472,481,488,509,
Balance Sheet,Borrowings,610,,,,826,,,,1066,,,,1138,708,787,707,648,590,
Balance Sheet,Other Liabilities,498,,,,451,,,,679,,,,811,228,281,306,266,267,
Balance Sheet,Total Liabilities,1824,,,,2161,,,,2729,,,,2955,1428,1580,1534,1441,1409,
Balance Sheet,Fixed Assets,602,,,,725,,,,1007,,,,1284,655,700,648,616,590,
Balance Sheet,CWIP,74,,,,223,,,,221,,,,172,11,9,12,10,9,
Balance Sheet,Investments,1,,,,8,,,,11,,,,80,6,6,6,6,0,
Balance Sheet,Other Assets,1147,,,,1205,,,,1489,,,,1419,757,865,868,809,809,
Balance Sheet,Total Assets,1824,,,,2161,,,,2729,,,,2955,1428,1580,1534,1441,1409,
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,245,,,,216,,,,160,,,,431,147,95,174,183,133,
Cash Flows,Cash from Investing Activity,-192,,,,-354,,,,-390,,,,-372,-131,-107,-24,-39,-43,
Cash Flows,Cash from Financing Activity,-41,,,,143,,,,230,,,,-36,-14,8,-151,-132,-93,
Cash Flows,Net Cash Flow,12,,,,6,,,,0,,,,23,2,-4,-1,13,-4,
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,56,,,,47,,,,62,,,,66,58,71,68,59,75,
Ratios,Inventory Days,143,,,,122,,,,157,,,,122,145,139,120,135,184,
Ratios,Days Payable,78,,,,54,,,,100,,,,128,41,58,55,41,57,
Ratios,Cash Conversion Cycle,122,,,,116,,,,119,,,,60,162,152,134,153,203,
Ratios,Working Capital Days,88,,,,84,,,,97,,,,75,112,120,102,105,152,
Ratios,ROCE %,20%,,,,15%,,,,7%,,,,7%,,6%,7%,7%,4%,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,61.44%,70.29%,70.29%,70.29%,70.18%,70.18%,70.17%,70.17%,70.17%,70.17%,70.17%,70.17%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.52%,0.48%,0.42%,0.37%,0.34%,0.26%,0.17%,2.65%,2.65%,2.69%,2.68%,2.68%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.02%,0.00%,0.00%,0.00%,0.01%,0.33%,0.33%,0.54%,0.54%,0.57%,0.57%,0.57%,,,,,,
Shareholding Pattern (Quarterly),Public,,38.02%,29.23%,29.29%,29.27%,29.41%,28.89%,28.49%,25.81%,25.82%,25.61%,25.62%,25.60%,,,,,,
Shareholding Pattern (Quarterly),Others,,0.00%,0.00%,0.00%,0.08%,0.07%,0.34%,0.85%,0.84%,0.84%,0.97%,0.96%,0.99%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,11367,10974,11248,10981,11437,10792,10761,10145,10480,11315,11968,11228,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,61.44%,,,,70.29%,,,,70.17%,,,,70.17%,47.48%,47.48%,50.18%,55.00%,59.15%,47.48%
Shareholding Pattern (Yearly),FIIs,0.59%,,,,0.37%,,,,2.65%,,,,2.68%,13.67%,7.46%,5.37%,0.00%,0.00%,4.06%
Shareholding Pattern (Yearly),DIIs,0.01%,,,,0.00%,,,,0.54%,,,,0.57%,2.97%,2.86%,2.69%,2.57%,2.33%,8.98%
Shareholding Pattern (Yearly),Public,37.95%,,,,29.27%,,,,25.81%,,,,25.60%,35.88%,42.20%,41.76%,42.43%,38.52%,39.48%
Shareholding Pattern (Yearly),Others,0.00%,,,,0.08%,,,,0.84%,,,,0.99%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),No. of Shareholders,11192,,,,10981,,,,10145,,,,11228,7151,8190,8047,7392,7278,7857
,,,,,,,,,,,,,,,,,,,,
