Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Cash Flows,Cash from Operating Activity,,,,-4.82,,,,1.49,,,,-1.52,0.04,-1.40,1.26,-1.61,1.66
Cash Flows,Cash from Investing Activity,,,,3.84,,,,-0.93,,,,1.28,-1.14,-6.06,-3.83,2.28,-1.27
Cash Flows,Cash from Financing Activity,,,,1.17,,,,0.40,,,,0.28,2.28,8.30,-0.48,-0.39,-0.23
Cash Flows,Net Cash Flow,,,,0.19,,,,0.97,,,,0.04,1.18,0.85,-3.04,0.28,0.16
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,177.70,,,,105.69,,,,59.14,128.63,132.07,168.04,212.81,160.39
Ratios,Inventory Days,,,,147.32,,,,131.77,,,,222.96,275.16,104.76,194.22,138.23,121.23
Ratios,Days Payable,,,,118.03,,,,93.63,,,,86.09,33.95,38.77,118.54,89.18,96.63
Ratios,Cash Conversion Cycle,,,,207.00,,,,143.82,,,,196.02,369.84,198.05,243.72,261.85,184.98
Ratios,Working Capital Days,,,,227.51,,,,130.99,,,,266.60,225.19,186.92,251.52,259.76,173.12
Ratios,ROCE %,,,,7.45%,,,,4.81%,,,,6.47%,,3.74%,-0.26%,1.06%,8.47%
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,52.38%,52.38%,52.68%,52.68%,52.68%,52.68%,52.68%,52.68%,52.68%,52.72%,52.72%,,,,,52.38%
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.01%,0.00%,0.02%,0.00%,0.00%,,,,,0.00%
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.39%,1.39%,1.39%,1.39%,1.67%,,,,,0.00%
Shareholding Pattern (Quarterly),Public,,47.63%,47.62%,47.33%,47.32%,47.30%,47.32%,45.92%,45.93%,45.91%,45.88%,45.60%,,,,,47.62%
Shareholding Pattern (Quarterly),No. of Shareholders,,140,226,238,270,3552,4227,4734,5662,11251,13082,14359,,,,,121
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,52.68%,,,,52.68%,,,,52.72%,,52.38%,52.38%,52.38%,52.38%
Shareholding Pattern (Yearly),FIIs,,,,0.00%,,,,0.01%,,,,0.00%,,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,,,,0.00%,,,,1.39%,,,,1.67%,,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,,,,47.33%,,,,45.92%,,,,45.60%,,47.62%,47.62%,47.62%,47.62%
Shareholding Pattern (Yearly),No. of Shareholders,,,,238,,,,4734,,,,14359,,264,109,116,121
,,,,,,,,,,,,,,,,,,
