Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Shareholding Pattern (Quarterly),FIIs,,12.24%,13.16%,12.54%,11.97%,13.14%,13.77%,12.39%,11.94%,10.79%,11.36%,10.46%,10.99%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,5.91%,6.48%,6.31%,6.13%,6.10%,6.10%,6.08%,6.61%,5.14%,4.01%,4.42%,4.70%,,,,,,
Shareholding Pattern (Quarterly),Public,,35.62%,34.13%,34.93%,35.68%,34.54%,33.89%,35.26%,35.29%,37.93%,38.49%,38.98%,38.17%,,,,,,
Shareholding Pattern (Quarterly),Others,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.17%,0.09%,0.07%,0.07%,0.06%,0.06%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,64085,57027,55279,55713,53765,50368,50353,49666,52532,72605,81428,83872,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,46.23%,,,,46.23%,,,,46.07%,,,,46.08%,,,,,,46.23%
Shareholding Pattern (Yearly),FIIs,11.76%,,,,11.97%,,,,11.94%,,,,10.99%,,,,,,28.20%
Shareholding Pattern (Yearly),DIIs,6.67%,,,,6.13%,,,,6.61%,,,,4.70%,,,,,,6.42%
Shareholding Pattern (Yearly),Public,35.34%,,,,35.68%,,,,35.29%,,,,38.17%,,,,,,19.16%
Shareholding Pattern (Yearly),Others,0.00%,,,,0.00%,,,,0.09%,,,,0.06%,,,,,,0.00%
Shareholding Pattern (Yearly),No. of Shareholders,65781,,,,55713,,,,49666,,,,83872,,,,,,58229
,,,,,,,,,,,,,,,,,,,,
