Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Cash Flows,Cash from Operating Activity,5,,,,573,,,,518,,,,421,41,170,111,145,283,316,365
Cash Flows,Cash from Investing Activity,-82,,,,-141,,,,-341,,,,-295,-26,-59,-43,-54,-166,-149,-166
Cash Flows,Cash from Financing Activity,59,,,,-264,,,,-189,,,,-157,-17,-110,-57,-90,-119,-144,-165
Cash Flows,Net Cash Flow,-18,,,,168,,,,-11,,,,-31,-2,0,11,1,-2,23,34
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,63,,,,50,,,,57,,,,59,43,51,59,63,56,62,62
Ratios,Inventory Days,103,,,,78,,,,82,,,,92,68,72,79,75,68,72,91
Ratios,Days Payable,75,,,,52,,,,66,,,,78,50,59,63,71,59,60,80
Ratios,Cash Conversion Cycle,91,,,,76,,,,73,,,,72,61,64,75,67,65,73,72
Ratios,Working Capital Days,92,,,,71,,,,73,,,,89,50,56,65,72,63,72,76
Ratios,ROCE %,19%,,,,24%,,,,17%,,,,16%,,23%,26%,25%,28%,24%,25%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,70.93%,70.93%,70.93%,70.93%,70.93%,70.93%,70.92%,70.91%,70.91%,70.91%,70.91%,70.91%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,2.01%,2.82%,2.78%,2.89%,2.99%,3.08%,3.61%,3.75%,3.87%,4.08%,4.19%,4.10%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,13.62%,12.73%,12.72%,12.66%,12.64%,12.56%,12.43%,12.73%,12.71%,12.99%,12.98%,12.94%,,,,,,,
Shareholding Pattern (Quarterly),Public,,13.44%,13.52%,13.59%,13.52%,13.43%,13.44%,13.03%,12.60%,12.51%,12.00%,11.91%,12.04%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,62895,63034,64787,64037,63858,63396,59611,58029,56328,52091,50875,51956,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,70.93%,,,,70.93%,,,,70.91%,,,,70.91%,,,,70.92%,70.93%,70.93%,70.93%
Shareholding Pattern (Yearly),FIIs,1.89%,,,,2.89%,,,,3.75%,,,,4.10%,,,,2.77%,3.06%,3.25%,3.42%
Shareholding Pattern (Yearly),DIIs,13.78%,,,,12.66%,,,,12.73%,,,,12.94%,,,,8.10%,9.27%,13.62%,13.33%
Shareholding Pattern (Yearly),Public,13.40%,,,,13.52%,,,,12.60%,,,,12.04%,,,,18.21%,16.74%,12.20%,12.32%
Shareholding Pattern (Yearly),No. of Shareholders,62531,,,,64037,,,,58029,,,,51956,,,,54387,47086,37865,41547
,,,,,,,,,,,,,,,,,,,,,
