Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021
Ratios,Cash Conversion Cycle,48,,,,46,,,,39,,,,39,52,49,49
Ratios,Working Capital Days,-9,,,,-26,,,,-13,,,,-12,-26,-28,-16
Ratios,ROCE %,10%,,,,11%,,,,14%,,,,15%,,10%,4%
,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,69.59%,69.27%,68.91%,68.91%,68.03%,68.03%,68.03%,68.03%,67.51%,67.17%,67.17%,67.17%,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.07%,0.09%,0.11%,0.10%,0.16%,0.21%,0.65%,0.31%,,,
Shareholding Pattern (Quarterly),DIIs,,0.91%,0.90%,1.15%,1.37%,1.41%,1.51%,1.96%,2.61%,3.45%,3.60%,4.51%,5.04%,,,
Shareholding Pattern (Quarterly),Government,,7.34%,7.31%,7.27%,7.27%,7.18%,7.18%,7.18%,7.18%,7.12%,7.09%,7.09%,7.09%,,,
Shareholding Pattern (Quarterly),Public,,22.17%,22.53%,22.65%,22.43%,23.30%,23.18%,22.72%,22.08%,21.76%,21.93%,20.59%,20.39%,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,15177,14637,17995,18100,19082,20529,22375,19993,19795,26054,27004,28397,,,
,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,69.82%,,,,68.91%,,,,68.03%,,,,67.17%,,69.82%,69.82%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,0.00%,,,,0.10%,,,,0.31%,,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,1.10%,,,,1.37%,,,,2.61%,,,,5.04%,,1.22%,1.22%
Shareholding Pattern (Yearly),Government,7.37%,,,,7.27%,,,,7.18%,,,,7.09%,,7.37%,7.37%
Shareholding Pattern (Yearly),Public,21.71%,,,,22.43%,,,,22.08%,,,,20.39%,,21.59%,21.59%
Shareholding Pattern (Yearly),No. of Shareholders,12098,,,,18100,,,,19993,,,,28397,,5590,5273
,,,,,,,,,,,,,,,,,
