Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,Fixed Assets,239,,,,287,,,,355,,,,392,55,81,124,169,173,202
Balance Sheet,CWIP,29,,,,36,,,,62,,,,194,7,8,17,4,29,30
Balance Sheet,Investments,0,,,,2,,,,3,,,,4,0,0,0,0,0,0
Balance Sheet,Other Assets,501,,,,590,,,,759,,,,1166,218,271,307,332,365,367
Balance Sheet,Total Assets,769,,,,916,,,,1179,,,,1756,279,360,449,505,568,599
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-17,,,,134,,,,-95,,,,70,1,24,-6,49,25,64
Cash Flows,Cash from Investing Activity,-46,,,,-98,,,,-117,,,,-390,-19,-39,-53,-40,-39,-40
Cash Flows,Cash from Financing Activity,64,,,,-35,,,,213,,,,354,23,14,59,-9,14,-25
Cash Flows,Net Cash Flow,0,,,,1,,,,0,,,,33,5,-1,-0,-0,-0,-0
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,33,,,,28,,,,38,,,,36,49,55,37,37,41,33
Ratios,Inventory Days,,,,,,,,,610,,,,50,86,81,62,45,60,57
Ratios,Days Payable,,,,,,,,,277,,,,33,32,37,18,17,19,15
Ratios,Cash Conversion Cycle,33,,,,28,,,,371,,,,54,103,98,81,64,82,75
Ratios,Working Capital Days,68,,,,45,,,,65,,,,69,98,85,74,60,77,70
Ratios,ROCE %,16%,,,,14%,,,,12%,,,,12%,,15%,18%,18%,12%,13%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,59.32%,59.32%,59.32%,56.87%,55.58%,55.27%,55.63%,53.19%,53.96%,50.76%,43.97%,43.97%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.01%,0.01%,0.57%,1.06%,0.81%,0.34%,0.08%,0.38%,1.81%,9.31%,9.79%,8.96%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.16%,0.16%,0.00%,5.08%,4.97%,4.82%,7.45%,11.44%,11.35%,10.05%,17.32%,16.40%,,,,,,
Shareholding Pattern (Quarterly),Public,,40.51%,40.51%,40.12%,36.97%,38.65%,39.57%,36.84%,34.97%,32.89%,29.89%,28.84%,30.52%,,,,,,
Shareholding Pattern (Quarterly),Others,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.15%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,5651,5652,5705,9076,19010,29575,39283,45888,52237,61937,73118,78293,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,59.31%,,,,56.87%,,,,53.19%,,,,43.97%,,60.51%,61.26%,60.85%,62.70%,62.48%
Shareholding Pattern (Yearly),FIIs,0.01%,,,,1.06%,,,,0.38%,,,,8.96%,,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,5.08%,,,,11.44%,,,,16.40%,,0.00%,1.24%,1.36%,1.21%,0.59%
Shareholding Pattern (Yearly),Public,40.69%,,,,36.97%,,,,34.97%,,,,30.52%,,39.49%,37.50%,38.10%,36.09%,36.91%
Shareholding Pattern (Yearly),Others,0.00%,,,,0.00%,,,,0.00%,,,,0.15%,,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),No. of Shareholders,5664,,,,9076,,,,45888,,,,78293,,375,751,1086,1308,2234
,,,,,,,,,,,,,,,,,,,,
