Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2021,Mar 2019,Mar 2020
Profit & Loss,Tax %,26%,,,,24%,,,,21%,,,,27%,575%,100%,27%,,
Profit & Loss,Net Profit,105,,,,192,,,,106,,,,70,-0,0,37,,
Profit & Loss,EPS in Rs,44.31,,,,81.27,,,,44.94,,,,29.56,-0.65,0.03,16.83,,
Profit & Loss,Dividend Payout %,5%,,,,4%,,,,7%,,,,10%,0%,798%,12%,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,24,,,,24,,,,24,,,,24,8,8,22,,
Balance Sheet,Reserves,306,,,,504,,,,623,,,,734,46,48,108,,
Balance Sheet,Borrowings,270,,,,568,,,,637,,,,478,0,19,33,,
Balance Sheet,Other Liabilities,384,,,,380,,,,729,,,,714,63,35,209,,
Balance Sheet,Total Liabilities,984,,,,1475,,,,2013,,,,1950,117,110,372,,
Balance Sheet,Fixed Assets,180,,,,203,,,,362,,,,374,0,0,19,,
Balance Sheet,CWIP,5,,,,14,,,,15,,,,1,0,0,4,,
Balance Sheet,Investments,0,,,,0,,,,0,,,,1,32,3,0,,
Balance Sheet,Other Assets,800,,,,1258,,,,1636,,,,1574,85,107,349,,
Balance Sheet,Total Assets,984,,,,1475,,,,2013,,,,1950,117,110,372,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-60,,,,-180,,,,36,,,,228,-14,-41,13,,
Cash Flows,Cash from Investing Activity,-15,,,,-19,,,,-63,,,,-29,-34,31,8,,
Cash Flows,Cash from Financing Activity,67,,,,248,,,,-1,,,,-199,48,10,-11,,
Cash Flows,Net Cash Flow,-8,,,,49,,,,-29,,,,-0,0,-0,10,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,77,,,,73,,,,91,,,,113,85,87,53,,
Ratios,Inventory Days,199,,,,391,,,,864,,,,220,,,67,,
Ratios,Days Payable,124,,,,167,,,,521,,,,154,,,72,,
Ratios,Cash Conversion Cycle,152,,,,297,,,,434,,,,179,85,87,48,,
Ratios,Working Capital Days,117,,,,157,,,,162,,,,155,61,175,43,,
Ratios,ROCE %,41%,,,,34%,,,,16%,,,,13%,,0%,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,47.30%,47.30%,48.20%,50.10%,50.10%,50.10%,50.10%,50.10%,50.10%,50.10%,50.10%,50.44%,,,,,
Shareholding Pattern (Quarterly),FIIs,,10.82%,11.27%,12.05%,11.48%,10.84%,9.86%,8.86%,8.77%,8.73%,8.03%,5.11%,5.80%,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.20%,2.57%,2.57%,2.58%,2.55%,2.63%,2.53%,2.53%,2.53%,2.67%,2.74%,2.74%,,,,,
Shareholding Pattern (Quarterly),Public,,41.68%,38.86%,37.16%,35.84%,36.50%,37.42%,38.50%,38.60%,38.62%,39.18%,42.06%,41.01%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,8760,11360,21206,23039,27200,31940,37571,39861,41570,40573,37666,37494,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,45.42%,,,,50.10%,,,,50.10%,,,,50.44%,9.86%,9.86%,40.78%,5.10%,5.10%
Shareholding Pattern (Yearly),FIIs,11.31%,,,,11.48%,,,,8.77%,,,,5.80%,0.00%,0.00%,10.41%,0.00%,14.29%
Shareholding Pattern (Yearly),DIIs,0.20%,,,,2.58%,,,,2.53%,,,,2.74%,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,43.08%,,,,35.84%,,,,38.60%,,,,41.01%,90.14%,90.14%,48.81%,94.90%,80.61%
Shareholding Pattern (Yearly),No. of Shareholders,8225,,,,23039,,,,39861,,,,37494,583,613,1983,656,1058
,,,,,,,,,,,,,,,,,,,
