Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Ratios,ROCE %,7%,,,,-2%,,,,-19%,,,,-4%,,7%,7%,5%,6%,0%,7%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,68.90%,68.90%,68.90%,68.90%,68.90%,68.90%,68.90%,68.90%,68.90%,68.90%,68.90%,68.90%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.14%,0.00%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,2.03%,2.03%,2.03%,2.03%,2.03%,2.03%,2.03%,2.03%,2.03%,2.03%,1.98%,1.98%,,,,,,,
Shareholding Pattern (Quarterly),Public,,29.07%,29.07%,29.08%,29.08%,29.07%,29.05%,29.06%,29.06%,29.06%,29.05%,28.98%,29.12%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,20401,20124,19130,18667,18481,17990,17347,17055,16684,16549,16204,15982,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,68.90%,,,,68.90%,,,,68.90%,,,,68.90%,,,66.25%,66.79%,67.13%,67.13%,68.90%
Shareholding Pattern (Yearly),FIIs,0.01%,,,,0.00%,,,,0.00%,,,,0.00%,,,0.11%,0.33%,0.29%,0.29%,0.00%
Shareholding Pattern (Yearly),DIIs,2.03%,,,,2.03%,,,,2.03%,,,,1.98%,,,8.28%,5.09%,5.07%,3.48%,2.03%
Shareholding Pattern (Yearly),Public,29.06%,,,,29.08%,,,,29.06%,,,,29.12%,,,25.35%,27.79%,27.51%,29.10%,29.06%
Shareholding Pattern (Yearly),No. of Shareholders,20846,,,,18667,,,,17055,,,,15982,,,20471,17807,17287,16883,16112
,,,,,,,,,,,,,,,,,,,,,
