Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2011,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Profit & Loss,Operating Profit,18,,,,26,,,,35,,,,31,76,,,,,
Profit & Loss,OPM %,7%,,,,9%,,,,11%,,,,9%,21%,,,,,
Profit & Loss,Other Income,5,,,,8,,,,7,,,,4,4,,,,,
Profit & Loss,Interest,3,,,,4,,,,4,,,,7,8,,,,,
Profit & Loss,Depreciation,11,,,,12,,,,14,,,,14,13,,,,,
Profit & Loss,Profit before tax,9,,,,18,,,,24,,,,13,59,,,,,
Profit & Loss,Tax %,21%,,,,21%,,,,22%,,,,25%,21%,,,,,
Profit & Loss,Net Profit,7,,,,14,,,,19,,,,10,47,,,,,
Profit & Loss,EPS in Rs,0.57,,,,1.19,,,,1.59,,,,0.83,3.91,,,,,
Profit & Loss,Dividend Payout %,26%,,,,21%,,,,16%,,,,0%,26%,,,,,
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,12,,,,12,,,,12,,,,12,12,,,,,
Balance Sheet,Reserves,236,,,,248,,,,264,,,,271,172,,,,,
Balance Sheet,Borrowings,38,,,,15,,,,58,,,,72,92,,,,,
Balance Sheet,Other Liabilities,56,,,,52,,,,73,,,,63,59,,,,,
Balance Sheet,Total Liabilities,341,,,,327,,,,406,,,,418,335,,,,,
Balance Sheet,Fixed Assets,147,,,,149,,,,160,,,,150,140,,,,,
Balance Sheet,CWIP,1,,,,2,,,,5,,,,26,16,,,,,
Balance Sheet,Investments,0,,,,0,,,,0,,,,0,0,,,,,
Balance Sheet,Other Assets,193,,,,176,,,,241,,,,242,178,,,,,
Balance Sheet,Total Assets,341,,,,327,,,,406,,,,418,335,,,,,
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,32,,,,44,,,,-14,,,,21,43,,,,,
Cash Flows,Cash from Investing Activity,-34,,,,-13,,,,-24,,,,-24,-37,,,,,
Cash Flows,Cash from Financing Activity,2,,,,-28,,,,37,,,,4,-5,,,,,
Cash Flows,Net Cash Flow,-0,,,,2,,,,-2,,,,1,1,,,,,
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,102,,,,88,,,,92,,,,86,71,,,,,
Ratios,Inventory Days,160,,,,142,,,,322,,,,342,213,,,,,
Ratios,Days Payable,80,,,,63,,,,149,,,,123,104,,,,,
Ratios,Cash Conversion Cycle,183,,,,167,,,,265,,,,305,180,,,,,
Ratios,Working Capital Days,194,,,,154,,,,193,,,,200,126,,,,,
Ratios,ROCE %,,,,,8%,,,,8%,,,,6%,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,63.58%,63.58%,63.58%,63.58%,63.58%,63.58%,63.58%,63.58%,63.58%,63.58%,63.58%,63.58%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,13.23%,13.26%,13.22%,13.23%,13.23%,13.23%,13.30%,13.25%,13.23%,13.23%,13.23%,13.23%,,,,,,
Shareholding Pattern (Quarterly),Public,,23.19%,23.15%,23.18%,23.19%,23.18%,23.18%,23.12%,23.18%,23.19%,23.19%,23.19%,23.18%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,25634,24814,24513,24507,24221,23794,25365,27609,26922,27312,27774,27427,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,63.58%,,,,63.58%,,,,63.58%,,,,63.58%,,63.35%,63.56%,63.59%,61.49%,63.58%
Shareholding Pattern (Yearly),FIIs,13.23%,,,,13.23%,,,,13.25%,,,,13.23%,,13.20%,13.23%,13.23%,13.23%,13.23%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,0.05%,0.04%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,23.19%,,,,23.19%,,,,23.18%,,,,23.18%,,23.40%,23.16%,23.18%,25.28%,23.19%
Shareholding Pattern (Yearly),No. of Shareholders,27072,,,,24507,,,,27609,,,,27427,,12729,14758,14689,14630,16044
,,,,,,,,,,,,,,,,,,,,
