Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,Reserves,-949,,,,-416,,,,313,,,,687,629,524,406,306,-42,-439,-706
Balance Sheet,Borrowings,1078,,,,1046,,,,252,,,,167,1173,1008,1065,1074,1073,1076,1078
Balance Sheet,Other Liabilities,656,,,,66,,,,51,,,,468,128,68,86,100,183,303,475
Balance Sheet,Total Liabilities,873,,,,1107,,,,1098,,,,1888,2010,1680,1637,1569,1302,1029,935
Balance Sheet,Fixed Assets,731,,,,788,,,,677,,,,1448,1344,1322,1233,1156,1146,916,822
Balance Sheet,CWIP,0,,,,11,,,,54,,,,32,131,61,95,87,3,0,0
Balance Sheet,Investments,0,,,,6,,,,10,,,,66,1,0,0,0,0,0,0
Balance Sheet,Other Assets,142,,,,302,,,,356,,,,342,535,297,308,326,152,113,113
Balance Sheet,Total Assets,873,,,,1107,,,,1098,,,,1888,2010,1680,1637,1569,1302,1029,935
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,4,,,,117,,,,106,,,,147,34,57,85,38,48,22,4
Cash Flows,Cash from Investing Activity,-0,,,,-9,,,,-64,,,,-461,-137,-85,-43,4,-8,-10,-2
Cash Flows,Cash from Financing Activity,-1,,,,-53,,,,-2,,,,251,465,-343,-53,-46,-41,-11,-2
Cash Flows,Net Cash Flow,3,,,,55,,,,39,,,,-63,362,-371,-11,-4,-1,0,1
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,17,,,,7,,,,6,,,,9,11,6,5,8,14,9,33
Ratios,Inventory Days,,,,,196,,,,204,,,,178,341,1638,1706,1618,1739,1401,10698
Ratios,Days Payable,,,,,300,,,,303,,,,367,644,465,466,390,409,376,4145
Ratios,Cash Conversion Cycle,17,,,,-98,,,,-93,,,,-181,-291,1178,1246,1235,1344,1034,6587
Ratios,Working Capital Days,-2649,,,,-44,,,,-15,,,,-103,-238,105,40,-81,-54,-356,-6108
Ratios,ROCE %,-17%,,,,35%,,,,3%,,,,8%,,-2%,-2%,-2%,-4%,-27%,-18%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,72.93%,72.79%,72.66%,65.95%,70.86%,70.85%,70.85%,70.85%,74.09%,74.09%,74.09%,74.02%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.66%,0.09%,0.01%,0.05%,0.04%,0.05%,0.08%,0.57%,0.56%,0.86%,0.53%,0.55%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,11.37%,11.35%,11.33%,11.32%,8.81%,6.99%,4.53%,2.86%,2.49%,2.51%,2.51%,2.40%,,,,,,,
Shareholding Pattern (Quarterly),Public,,15.04%,15.76%,16.00%,22.67%,20.28%,22.12%,24.52%,25.71%,22.84%,22.53%,22.85%,23.02%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,35733,40087,37993,42748,45568,52838,59832,73546,75712,85162,86640,85700,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,30.95%,,,,65.95%,,,,70.85%,,,,74.02%,,,55.22%,50.10%,31.08%,31.08%,31.08%
Shareholding Pattern (Yearly),FIIs,3.32%,,,,0.05%,,,,0.57%,,,,0.55%,,,4.00%,3.08%,3.08%,3.08%,3.08%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,11.32%,,,,2.86%,,,,2.40%,,,7.27%,4.18%,3.72%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,65.73%,,,,22.67%,,,,25.71%,,,,23.02%,,,33.50%,42.64%,62.12%,65.83%,65.84%
Shareholding Pattern (Yearly),No. of Shareholders,34476,,,,42748,,,,73546,,,,85700,,,21601,23856,25823,26951,28617
,,,,,,,,,,,,,,,,,,,,,
