Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2021,Mar 2017,Mar 2018,Mar 2019,Mar 2020
Profit & Loss,Tax %,26%,,,,26%,,,,25%,,,,25%,26%,,,,
Profit & Loss,Net Profit,61,,,,90,,,,113,,,,99,20,,,,
Profit & Loss,EPS in Rs,2.58,,,,2.67,,,,3.29,,,,2.59,0.95,,,,
Profit & Loss,Dividend Payout %,0%,,,,2%,,,,4%,,,,0%,11%,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,13,,,,17,,,,35,,,,39,11,,,,
Balance Sheet,Reserves,184,,,,390,,,,739,,,,1179,86,,,,
Balance Sheet,Borrowings,94,,,,107,,,,20,,,,76,63,,,,
Balance Sheet,Other Liabilities,47,,,,50,,,,49,,,,45,49,,,,
Balance Sheet,Total Liabilities,339,,,,563,,,,843,,,,1339,209,,,,
Balance Sheet,Fixed Assets,49,,,,65,,,,111,,,,218,28,,,,
Balance Sheet,CWIP,3,,,,4,,,,6,,,,66,0,,,,
Balance Sheet,Investments,12,,,,16,,,,6,,,,10,0,,,,
Balance Sheet,Other Assets,275,,,,478,,,,720,,,,1044,181,,,,
Balance Sheet,Total Assets,339,,,,563,,,,843,,,,1339,209,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,17,,,,4,,,,-22,,,,-246,-5,,,,
Cash Flows,Cash from Investing Activity,-34,,,,-20,,,,-96,,,,-188,-8,,,,
Cash Flows,Cash from Financing Activity,17,,,,66,,,,169,,,,407,12,,,,
Cash Flows,Net Cash Flow,-0,,,,50,,,,51,,,,-27,-0,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,30,,,,33,,,,34,,,,53,80,,,,
Ratios,Inventory Days,36,,,,46,,,,31,,,,47,49,,,,
Ratios,Days Payable,8,,,,8,,,,5,,,,5,31,,,,
Ratios,Cash Conversion Cycle,58,,,,71,,,,60,,,,96,98,,,,
Ratios,Working Capital Days,56,,,,89,,,,91,,,,163,108,,,,
Ratios,ROCE %,40%,,,,32%,,,,23%,,,,13%,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,54.03%,49.91%,43.71%,56.26%,56.20%,55.78%,56.00%,54.30%,54.24%,48.91%,48.91%,48.91%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.21%,1.21%,0.52%,0.72%,2.35%,1.62%,4.48%,5.82%,5.60%,5.00%,4.86%,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.00%,2.27%,1.41%,0.70%,1.07%,0.83%,0.07%,0.30%,1.64%,2.22%,3.04%,,,,,
Shareholding Pattern (Quarterly),Public,,45.97%,49.88%,52.82%,41.82%,42.39%,40.81%,41.55%,41.15%,39.65%,43.87%,43.88%,43.21%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,13071,14017,10636,10876,15796,25432,42550,72461,77343,82672,90341,85300,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,55.26%,,,,56.26%,,,,54.30%,,,,48.91%,67.84%,69.28%,69.28%,70.26%,71.94%
Shareholding Pattern (Yearly),FIIs,0.07%,,,,0.52%,,,,4.48%,,,,4.86%,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.13%,,,,1.41%,,,,0.07%,,,,3.04%,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,44.54%,,,,41.82%,,,,41.15%,,,,43.21%,32.16%,30.72%,30.72%,29.74%,28.06%
Shareholding Pattern (Yearly),No. of Shareholders,12974,,,,10876,,,,72461,,,,85300,2605,602,1680,1562,1356
,,,,,,,,,,,,,,,,,,,
