Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,8.05,,,,14.74,,,,6.47,,,,3.90,0.02,1.88,5.36,6.09,8.11,14.05
Profit & Loss,Expenses,22.66,,,,30.90,,,,18.20,,,,11.27,1.65,4.67,8.87,11.06,10.85,10.51
Profit & Loss,Operating Profit,-14.61,,,,-16.16,,,,-11.73,,,,-7.37,-1.63,-2.79,-3.51,-4.97,-2.74,3.54
Profit & Loss,OPM %,-181.49%,,,,-109.63%,,,,-181.30%,,,,-188.97%,-8150.00%,-148.40%,-65.49%,-81.61%,-33.79%,25.20%
Profit & Loss,Other Income,1.24,,,,1.67,,,,0.50,,,,0.89,0.00,0.04,0.09,0.18,1.27,1.14
Profit & Loss,Interest,0.00,,,,0.25,,,,0.21,,,,0.10,0.00,0.01,0.00,0.00,0.08,0.05
Profit & Loss,Depreciation,0.09,,,,1.70,,,,2.09,,,,1.49,0.02,0.09,0.07,0.25,0.56,0.50
Profit & Loss,Profit before tax,-13.46,,,,-16.44,,,,-13.53,,,,-8.07,-1.65,-2.85,-3.49,-5.04,-2.11,4.13
Profit & Loss,Tax %,-4.68%,,,,-2.43%,,,,2.66%,,,,0.12%,0.00%,0.35%,2.29%,-1.19%,2.84%,1.21%
Profit & Loss,Net Profit,-12.83,,,,-16.04,,,,-13.89,,,,-8.08,-1.65,-2.86,-3.57,-4.98,-2.17,4.08
Profit & Loss,EPS in Rs,-8.86,,,,-11.04,,,,-9.50,,,,-5.49,-8.80,-5.87,-5.48,-3.63,-1.58,2.98
Profit & Loss,Dividend Payout %,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,14.48,,,,14.53,,,,14.63,,,,14.72,1.88,4.88,6.52,13.71,13.71,13.71
Balance Sheet,Reserves,82.69,,,,52.61,,,,47.44,,,,49.33,-1.65,8.34,12.51,26.93,31.13,45.46
Balance Sheet,Borrowings,0.01,,,,3.93,,,,2.22,,,,0.77,0.16,0.00,0.00,0.00,0.67,0.00
Balance Sheet,Other Liabilities,14.06,,,,9.62,,,,10.64,,,,7.58,0.15,5.49,6.07,9.17,8.02,10.61
Balance Sheet,Total Liabilities,111.24,,,,80.69,,,,74.93,,,,72.40,0.54,18.71,25.10,49.81,53.53,69.78
Balance Sheet,Fixed Assets,0.19,,,,5.36,,,,2.53,,,,1.47,0.12,0.09,0.31,0.18,0.95,0.14
Balance Sheet,CWIP,0.02,,,,0.00,,,,0.00,,,,0.00,0.00,0.00,0.00,0.14,0.18,0.18
Balance Sheet,Investments,94.27,,,,61.02,,,,64.62,,,,66.06,0.00,17.41,19.15,43.51,48.09,59.11
Balance Sheet,Other Assets,16.76,,,,14.31,,,,7.78,,,,4.87,0.42,1.21,5.64,5.98,4.31,10.35
Balance Sheet,Total Assets,111.24,,,,80.69,,,,74.93,,,,72.40,0.54,18.71,25.10,49.81,53.53,69.78
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-2.23,,,,-14.83,,,,-10.24,,,,-4.87,-1.52,10.69,-4.78,-4.12,-4.60,-0.93
Cash Flows,Cash from Investing Activity,-18.78,,,,3.99,,,,10.84,,,,6.43,-0.34,-14.01,-2.21,-16.85,3.41,1.48
Cash Flows,Cash from Financing Activity,31.88,,,,0.86,,,,-1.76,,,,-1.53,2.04,3.36,8.95,21.27,-0.72,-0.22
Cash Flows,Net Cash Flow,10.87,,,,-9.98,,,,-1.16,,,,0.03,0.17,0.04,1.96,0.29,-1.92,0.33
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,79.35,,,,97.56,,,,60.93,,,,95.46,365.00,91.25,141.64,56.94,44.56,76.38
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,79.35,,,,97.56,,,,60.93,,,,95.46,365.00,91.25,141.64,56.94,44.56,76.38
Ratios,Working Capital Days,66.65,,,,186.71,,,,225.09,,,,477.31,1642.50,40.77,68.78,-34.76,44.56,114.57
Ratios,ROCE %,-18.02%,,,,-20.90%,,,,-19.56%,,,,-12.33%,,-41.73%,-21.64%,-16.79%,-4.67%,6.17%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,54.16%,54.12%,54.02%,54.02%,54.02%,54.02%,53.82%,53.46%,53.17%,53.05%,52.24%,52.19%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,8.69%,5.15%,4.96%,5.10%,4.96%,0.95%,0.08%,0.00%,0.14%,0.12%,0.00%,0.00%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.44%,0.44%,0.44%,0.44%,0.44%,0.44%,0.44%,0.43%,0.43%,0.43%,0.43%,0.39%,,,,,,
Shareholding Pattern (Quarterly),Public,,36.71%,40.29%,40.58%,40.45%,40.58%,44.59%,45.66%,46.10%,46.24%,46.40%,47.32%,47.41%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,15454,15621,15537,14983,15180,15860,15836,15259,14228,14004,13517,13015,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,54.25%,,,,54.02%,,,,53.46%,,,,52.19%,,,,58.17%,58.17%,57.27%
Shareholding Pattern (Yearly),FIIs,10.79%,,,,5.10%,,,,0.00%,,,,0.00%,,,,15.63%,15.92%,8.60%
Shareholding Pattern (Yearly),DIIs,0.44%,,,,0.44%,,,,0.43%,,,,0.39%,,,,0.00%,0.00%,0.47%
Shareholding Pattern (Yearly),Public,34.52%,,,,40.45%,,,,46.10%,,,,47.41%,,,,26.20%,25.91%,33.67%
Shareholding Pattern (Yearly),No. of Shareholders,15087,,,,14983,,,,15259,,,,13015,,,,1667,1395,9448
,,,,,,,,,,,,,,,,,,,,
