Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,Fixed Assets,868,,,,1007,,,,979,,,,1081,1085,980,948,868
Balance Sheet,CWIP,5,,,,20,,,,220,,,,258,1,4,3,1
Balance Sheet,Investments,73,,,,48,,,,142,,,,152,64,10,9,29
Balance Sheet,Other Assets,314,,,,512,,,,566,,,,901,169,223,276,276
Balance Sheet,Total Assets,1260,,,,1587,,,,1906,,,,2393,1319,1218,1236,1173
,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,55,,,,82,,,,180,,,,210,200,92,47,81
Cash Flows,Cash from Investing Activity,-76,,,,-102,,,,-281,,,,-248,-124,32,-59,-11
Cash Flows,Cash from Financing Activity,14,,,,29,,,,107,,,,28,-58,-147,4,-54
Cash Flows,Net Cash Flow,-7,,,,8,,,,7,,,,-10,19,-23,-8,16
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,154,,,,270,,,,237,,,,373,99,146,217,240
Ratios,Inventory Days,,,,,776,,,,,,,,92,,,,
Ratios,Days Payable,,,,,942,,,,,,,,110,,,,
Ratios,Cash Conversion Cycle,154,,,,104,,,,237,,,,354,99,146,217,240
Ratios,Working Capital Days,204,,,,369,,,,272,,,,416,10,127,233,288
Ratios,ROCE %,8%,,,,8%,,,,10%,,,,12%,,33%,34%,-1%
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,63.99%,63.49%,63.49%,63.49%,63.49%,63.49%,63.49%,63.49%,63.49%,63.49%,63.49%,63.49%,,,,
Shareholding Pattern (Quarterly),FIIs,,2.00%,1.93%,1.58%,1.45%,1.19%,2.18%,2.03%,1.82%,2.11%,2.08%,1.99%,2.17%,,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.03%,1.17%,,,,
Shareholding Pattern (Quarterly),Government,,0.02%,0.02%,0.02%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,
Shareholding Pattern (Quarterly),Public,,33.99%,34.55%,34.90%,35.04%,35.32%,34.34%,34.47%,34.67%,34.40%,34.43%,33.48%,33.17%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,19043,19666,19574,19387,21644,25940,26355,29241,28922,31981,35849,38459,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,63.99%,,,,63.49%,,,,63.49%,,,,63.49%,,,,63.99%
Shareholding Pattern (Yearly),FIIs,3.71%,,,,1.45%,,,,1.82%,,,,2.17%,,,,0.00%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.00%,,,,1.17%,,,,5.86%
Shareholding Pattern (Yearly),Government,0.02%,,,,0.02%,,,,0.00%,,,,0.00%,,,,0.02%
Shareholding Pattern (Yearly),Public,32.27%,,,,35.04%,,,,34.67%,,,,33.17%,,,,30.13%
Shareholding Pattern (Yearly),No. of Shareholders,17424,,,,19387,,,,29241,,,,38459,,,,17723
,,,,,,,,,,,,,,,,,,
