Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,Total Assets,335,,,,358,,,,435,,,,549,87,95,114,163,221,234,272
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,19,,,,33,,,,43,,,,57,6,14,14,14,10,18,36
Cash Flows,Cash from Investing Activity,-19,,,,-24,,,,-42,,,,-51,-12,-3,-11,-6,-76,-7,-27
Cash Flows,Cash from Financing Activity,0,,,,-7,,,,-3,,,,5,5,-10,-1,22,43,-3,-1
Cash Flows,Net Cash Flow,-0,,,,2,,,,-2,,,,11,-0,1,2,31,-23,8,7
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,42,,,,30,,,,36,,,,47,64,55,62,68,60,57,62
Ratios,Inventory Days,84,,,,76,,,,92,,,,92,62,54,49,40,48,78,116
Ratios,Days Payable,23,,,,16,,,,21,,,,19,48,27,24,21,26,28,33
Ratios,Cash Conversion Cycle,103,,,,90,,,,108,,,,121,78,82,86,87,82,108,144
Ratios,Working Capital Days,83,,,,72,,,,86,,,,95,66,64,74,76,69,88,109
Ratios,ROCE %,15%,,,,10%,,,,13%,,,,14%,,26%,23%,24%,20%,13%,11%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,74.48%,74.48%,74.48%,74.48%,74.48%,74.48%,74.48%,74.48%,74.48%,74.48%,74.48%,74.48%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,7.14%,7.14%,7.14%,7.19%,6.05%,5.96%,5.07%,5.07%,0.00%,0.03%,0.02%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,8.05%,0.91%,0.91%,0.91%,0.67%,0.47%,0.47%,0.47%,0.47%,0.00%,0.00%,0.00%,,,,,,,
Shareholding Pattern (Quarterly),Public,,17.48%,17.47%,17.47%,17.47%,17.65%,19.00%,19.08%,19.97%,19.97%,25.51%,25.49%,25.49%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,6226,5840,6055,5864,5196,4483,5004,7874,7702,9991,9605,9374,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,74.48%,,,,74.48%,,,,74.48%,,,,74.48%,,,,,73.42%,73.50%,74.48%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,7.14%,,,,5.07%,,,,0.02%,,,,,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,8.05%,,,,0.91%,,,,0.47%,,,,0.00%,,,,,14.19%,14.23%,11.93%
Shareholding Pattern (Yearly),Public,17.48%,,,,17.47%,,,,19.97%,,,,25.49%,,,,,12.39%,12.26%,13.59%
Shareholding Pattern (Yearly),No. of Shareholders,5270,,,,5864,,,,7874,,,,9374,,,,,654,721,1481
,,,,,,,,,,,,,,,,,,,,,
