Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,Borrowings,49,,,,52,,,,50,,,,1,165,80,1022,905,4116,5927,53
Balance Sheet,Other Liabilities,40892,,,,45652,,,,51723,,,,71284,47370,45420,38163,38047,35298,35027,37619
Balance Sheet,Total Liabilities,60254,,,,69276,,,,80911,,,,106267,64339,56532,51744,48463,51496,54203,53096
Balance Sheet,Fixed Assets,6766,,,,6834,,,,6737,,,,8677,7366,6925,7350,7566,7459,7357,7166
Balance Sheet,CWIP,2473,,,,1885,,,,2493,,,,1091,235,1025,1389,1462,1502,2043,1950
Balance Sheet,Investments,1363,,,,1458,,,,1591,,,,1754,570,916,994,1010,910,991,1121
Balance Sheet,Other Assets,49653,,,,59099,,,,70089,,,,94744,56168,47666,42011,38425,41625,43812,42860
Balance Sheet,Total Assets,60254,,,,69276,,,,80911,,,,106267,64339,56532,51744,48463,51496,54203,53096
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,10173,,,,8830,,,,8223,,,,13643,,,-404,-748,-7700,1527,15117
Cash Flows,Cash from Investing Activity,-12785,,,,-5728,,,,-6410,,,,-10771,,,3012,597,5294,-1339,-1180
Cash Flows,Cash from Financing Activity,-1464,,,,-1731,,,,-1999,,,,-2579,,,-164,-2540,2326,64,-7070
Cash Flows,Net Cash Flow,-4076,,,,1370,,,,-186,,,,294,,,2443,-2691,-80,252,6867
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,69,,,,64,,,,55,,,,55,144,105,86,133,227,191,90
Ratios,Inventory Days,607,,,,527,,,,544,,,,644,1104,1016,879,870,881,815,602
Ratios,Days Payable,96,,,,116,,,,116,,,,152,103,91,64,72,113,163,75
Ratios,Cash Conversion Cycle,580,,,,475,,,,484,,,,547,1145,1030,900,931,995,843,617
Ratios,Working Capital Days,111,,,,38,,,,37,,,,92,39,-5,93,116,294,285,146
Ratios,ROCE %,30%,,,,31%,,,,39%,,,,34%,,23%,29%,27%,29%,24%,26%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,75.15%,75.15%,75.15%,71.65%,71.64%,71.64%,71.64%,71.64%,71.64%,71.64%,71.64%,71.64%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,5.56%,6.85%,7.14%,9.07%,11.90%,12.63%,12.93%,12.42%,11.68%,11.85%,12.26%,12.08%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,15.71%,13.48%,12.72%,13.93%,10.64%,9.72%,9.13%,9.58%,8.81%,8.37%,8.13%,8.26%,,,,,,,
Shareholding Pattern (Quarterly),Government,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.04%,,,,,,,
Shareholding Pattern (Quarterly),Public,,3.58%,4.53%,4.98%,5.34%,5.81%,6.02%,6.28%,6.36%,7.86%,8.13%,7.95%,7.97%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,238716,300175,321246,358317,420694,491969,619151,714091,1116204,1272495,1275632,1352377,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,75.15%,,,,71.65%,,,,71.64%,,,,71.64%,,,,89.97%,89.97%,89.97%,75.15%
Shareholding Pattern (Yearly),FIIs,4.37%,,,,9.07%,,,,12.42%,,,,12.08%,,,,0.00%,0.29%,0.00%,0.91%
Shareholding Pattern (Yearly),DIIs,17.00%,,,,13.93%,,,,9.58%,,,,8.26%,,,,8.51%,8.40%,8.76%,20.31%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.00%,,,,0.00%,,,,0.04%,,,,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,3.48%,,,,5.34%,,,,6.36%,,,,7.97%,,,,1.52%,1.34%,1.26%,3.63%
Shareholding Pattern (Yearly),No. of Shareholders,218116,,,,358317,,,,714091,,,,1352377,,,,187070,148847,136325,211819
,,,,,,,,,,,,,,,,,,,,,
