Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,Other Assets,1358,,,,1769,,,,2643,,,,3350,73,71,112,265,391,756
Balance Sheet,Total Assets,1429,,,,1839,,,,2868,,,,3780,82,104,160,343,460,861
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,409,,,,-170,,,,-310,,,,6,10,14,22,49,68,236
Cash Flows,Cash from Investing Activity,-74,,,,-15,,,,-49,,,,-192,-2,-20,-43,-79,-68,-146
Cash Flows,Cash from Financing Activity,13,,,,174,,,,376,,,,274,3,7,20,56,18,-33
Cash Flows,Net Cash Flow,347,,,,-10,,,,16,,,,88,11,2,0,26,18,56
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,2,,,,11,,,,3,,,,8,91,52,52,23,14,2
Ratios,Inventory Days,,,,,,,,,,,,,0,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,2,,,,11,,,,3,,,,8,91,52,52,23,14,2
Ratios,Working Capital Days,-174,,,,-139,,,,-103,,,,-132,29,-15,-1,-24,-89,-188
Ratios,ROCE %,57%,,,,52%,,,,38%,,,,21%,,28%,32%,26%,24%,36%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,53.01%,53.01%,53.01%,53.01%,52.81%,52.81%,49.89%,53.19%,51.32%,50.44%,48.45%,48.67%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.58%,0.66%,0.44%,0.68%,0.93%,0.97%,1.66%,2.68%,2.11%,1.91%,1.70%,1.88%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.06%,0.07%,0.05%,0.05%,0.02%,0.54%,0.58%,0.07%,0.12%,0.48%,1.05%,,,,,,
Shareholding Pattern (Quarterly),Public,,46.41%,46.27%,46.48%,46.25%,46.22%,46.20%,47.90%,43.56%,46.50%,47.53%,49.39%,48.39%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,18962,22349,21436,21738,21255,20747,34507,48295,64867,63455,70581,69838,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,53.53%,,,,53.01%,,,,53.19%,,,,48.67%,,,72.70%,66.46%,50.87%,55.87%
Shareholding Pattern (Yearly),FIIs,0.44%,,,,0.68%,,,,2.68%,,,,1.88%,,,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.03%,,,,0.05%,,,,0.58%,,,,1.05%,,,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,46.01%,,,,46.25%,,,,43.56%,,,,48.39%,,,27.30%,33.54%,49.13%,44.13%
Shareholding Pattern (Yearly),No. of Shareholders,18051,,,,21738,,,,48295,,,,69838,,,408,475,617,3111
,,,,,,,,,,,,,,,,,,,,
