Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,Equity Capital,59,,,,59,,,,59,,,,61,57,57,57,59
Balance Sheet,Reserves,410,,,,486,,,,604,,,,1104,209,237,262,372
Balance Sheet,Borrowings,136,,,,127,,,,245,,,,184,139,165,134,132
Balance Sheet,Other Liabilities,117,,,,160,,,,192,,,,216,105,117,113,118
Balance Sheet,Total Liabilities,722,,,,831,,,,1100,,,,1566,511,577,566,681
Balance Sheet,Fixed Assets,411,,,,426,,,,524,,,,624,261,363,354,354
Balance Sheet,CWIP,12,,,,49,,,,94,,,,237,92,16,7,55
Balance Sheet,Investments,11,,,,11,,,,4,,,,4,4,4,4,10
Balance Sheet,Other Assets,288,,,,345,,,,478,,,,701,154,195,202,261
Balance Sheet,Total Assets,722,,,,831,,,,1100,,,,1566,511,577,566,681
,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,84,,,,164,,,,153,,,,161,,,109,110
Cash Flows,Cash from Investing Activity,-57,,,,-151,,,,-224,,,,-331,,,-43,-125
Cash Flows,Cash from Financing Activity,-30,,,,-37,,,,69,,,,248,,,-51,28
Cash Flows,Net Cash Flow,-2,,,,-23,,,,-1,,,,78,,,15,14
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,28,,,,24,,,,30,,,,26,37,47,36,30
Ratios,Inventory Days,52,,,,39,,,,44,,,,50,34,30,39,45
Ratios,Days Payable,38,,,,38,,,,45,,,,38,37,42,42,45
Ratios,Cash Conversion Cycle,42,,,,26,,,,29,,,,38,33,35,33,30
Ratios,Working Capital Days,35,,,,20,,,,26,,,,26,18,30,16,30
Ratios,ROCE %,14%,,,,21%,,,,25%,,,,18%,,15%,12%,21%
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,51.11%,51.14%,51.14%,51.14%,51.17%,51.18%,51.18%,51.19%,51.19%,49.03%,49.03%,49.04%,,,,
Shareholding Pattern (Quarterly),FIIs,,1.30%,1.31%,2.87%,5.64%,7.57%,9.10%,9.32%,8.39%,8.22%,13.12%,15.63%,16.03%,,,,
Shareholding Pattern (Quarterly),DIIs,,13.73%,15.25%,15.81%,16.12%,18.24%,18.71%,17.98%,21.10%,20.77%,20.92%,19.71%,19.53%,,,,
Shareholding Pattern (Quarterly),Public,,33.86%,32.30%,30.18%,27.10%,23.02%,21.02%,21.53%,19.33%,19.82%,16.91%,15.62%,15.42%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,120170,111327,97796,82771,74731,85552,93210,91418,95302,93130,94229,98170,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,51.07%,,,,51.14%,,,,51.19%,,,,49.04%,,,,51.13%
Shareholding Pattern (Yearly),FIIs,2.08%,,,,5.64%,,,,8.39%,,,,16.03%,,,,2.71%
Shareholding Pattern (Yearly),DIIs,4.29%,,,,16.12%,,,,21.10%,,,,19.53%,,,,6.23%
Shareholding Pattern (Yearly),Public,42.56%,,,,27.10%,,,,19.33%,,,,15.42%,,,,39.93%
Shareholding Pattern (Yearly),No. of Shareholders,114152,,,,82771,,,,91418,,,,98170,,,,130217
,,,,,,,,,,,,,,,,,,
