Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Ratios,Cash Conversion Cycle,26,,,,34,,,,21,,,,18,16,15,14,26,23,24
Ratios,Working Capital Days,-73,,,,-45,,,,-97,,,,-96,-93,-101,-91,-69,-49,-64
Ratios,ROCE %,14%,,,,20%,,,,23%,,,,23%,,18%,15%,16%,17%,15%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,44.01%,44.01%,44.01%,44.01%,44.01%,44.01%,44.01%,44.01%,44.01%,44.01%,44.01%,44.01%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,21.48%,21.87%,22.36%,21.90%,21.02%,20.12%,19.81%,18.31%,18.53%,19.81%,20.49%,19.45%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,20.50%,22.11%,21.54%,22.13%,22.66%,21.23%,20.01%,17.38%,17.04%,16.42%,16.75%,17.10%,,,,,,
Shareholding Pattern (Quarterly),Public,,14.02%,12.00%,12.10%,11.98%,12.32%,14.65%,16.19%,20.31%,20.42%,19.77%,18.75%,19.44%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,134969,142931,146078,139831,140258,161167,169217,215960,226625,243604,230147,237378,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,44.01%,,,,44.01%,,,,44.01%,,,,44.01%,,43.01%,43.01%,43.01%,43.01%,44.01%
Shareholding Pattern (Yearly),FIIs,22.78%,,,,21.90%,,,,18.31%,,,,19.45%,,36.91%,28.85%,24.06%,20.18%,21.38%
Shareholding Pattern (Yearly),DIIs,21.34%,,,,22.13%,,,,17.38%,,,,17.10%,,13.34%,20.29%,24.47%,27.69%,24.12%
Shareholding Pattern (Yearly),Public,11.87%,,,,11.98%,,,,20.31%,,,,19.44%,,6.74%,7.85%,8.46%,9.13%,10.50%
Shareholding Pattern (Yearly),No. of Shareholders,120405,,,,139831,,,,215960,,,,237378,,48313,51495,49355,49199,71757
,,,,,,,,,,,,,,,,,,,,
