Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Ratios,Cash Conversion Cycle,0,,,,0,,,,0,,,,0,0,0,0,0,0,0
Ratios,Working Capital Days,98,,,,569,,,,236,,,,96,82,194,41,19,2908,372
Ratios,ROCE %,18%,,,,8%,,,,6%,,,,8%,,22%,11%,11%,8%,6%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,74.90%,74.90%,74.90%,74.90%,74.90%,74.90%,74.90%,74.90%,74.90%,74.90%,74.90%,74.90%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.05%,0.04%,0.04%,0.04%,0.03%,0.03%,0.03%,0.03%,0.06%,0.06%,0.07%,0.06%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.96%,0.96%,0.96%,0.96%,0.96%,0.96%,0.97%,0.56%,0.53%,0.13%,0.06%,0.06%,,,,,,
Shareholding Pattern (Quarterly),Public,,24.09%,24.11%,24.10%,24.09%,24.10%,24.10%,24.10%,24.51%,24.51%,24.90%,24.98%,24.98%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,9693,9898,9728,9592,9426,9276,9097,9185,9598,9833,11119,11330,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,74.90%,,,,74.90%,,,,74.90%,,,,74.90%,,74.90%,74.90%,74.90%,74.90%,74.90%
Shareholding Pattern (Yearly),FIIs,0.06%,,,,0.04%,,,,0.03%,,,,0.06%,,3.04%,3.11%,2.99%,2.99%,2.99%
Shareholding Pattern (Yearly),DIIs,0.96%,,,,0.96%,,,,0.56%,,,,0.06%,,1.05%,1.07%,1.06%,1.04%,1.04%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,0.00%,0.37%,0.42%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,24.08%,,,,24.09%,,,,24.51%,,,,24.98%,,21.01%,20.55%,20.63%,21.07%,21.07%
Shareholding Pattern (Yearly),No. of Shareholders,9673,,,,9592,,,,9185,,,,11330,,7261,9308,9098,8625,8161
,,,,,,,,,,,,,,,,,,,,
