Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,Total Assets,47.27,,,,43.58,,,,47.60,,,,43.31,40.07,38.60,40.24,46.85,39.89,41.36
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,3.30,,,,-7.24,,,,-1.74,,,,4.02,3.87,-1.35,0.40,3.59,-3.55,-0.21
Cash Flows,Cash from Investing Activity,0.50,,,,-1.51,,,,-1.17,,,,-3.94,-0.12,0.28,0.21,2.00,-0.40,0.18
Cash Flows,Cash from Financing Activity,-1.19,,,,8.40,,,,-0.09,,,,0.29,0.04,-0.50,-0.36,1.32,0.53,-1.54
Cash Flows,Net Cash Flow,2.62,,,,-0.34,,,,-3.01,,,,0.37,3.79,-1.57,0.26,6.90,-3.42,-1.57
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,275.95,,,,443.66,,,,278.99,,,,148.07,1050.99,865.77,875.62,894.45,1195.47,667.54
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,275.95,,,,443.66,,,,278.99,,,,148.07,1050.99,865.77,875.62,894.45,1195.47,667.54
Ratios,Working Capital Days,-598.76,,,,191.84,,,,-137.19,,,,210.81,317.76,392.33,226.09,-573.57,-68.68,-672.42
Ratios,ROCE %,2.88%,,,,2.86%,,,,1.39%,,,,1.10%,,-0.80%,-1.61%,-4.71%,-9.22%,-3.41%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,60.90%,47.67%,47.67%,47.67%,47.69%,47.76%,47.76%,47.76%,47.97%,47.98%,48.14%,48.25%,,,,,,
Shareholding Pattern (Quarterly),Public,,39.10%,52.33%,52.33%,52.33%,52.30%,52.25%,52.24%,52.24%,52.04%,52.02%,51.85%,51.75%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,3205,3139,3506,3471,3607,3626,4128,4081,3944,4549,4577,4647,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,60.90%,,,,47.67%,,,,47.76%,,,,48.25%,,58.64%,59.85%,60.32%,60.44%,60.77%
Shareholding Pattern (Yearly),Public,39.10%,,,,52.33%,,,,52.24%,,,,51.75%,,41.36%,40.15%,39.68%,39.56%,39.23%
Shareholding Pattern (Yearly),No. of Shareholders,3374,,,,3471,,,,4081,,,,4647,,2237,2522,2375,2324,2607
,,,,,,,,,,,,,,,,,,,,
