Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Jun 2025
Cash Flows,Net Cash Flow,83,,,,-149,,,,42,,,,147,-65,6,72,-44,-25,85,-42,23,
,,,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,85,,,,78,,,,184,,,,136,56,16,39,36,94,85,68,124,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,85,,,,78,,,,184,,,,136,56,16,39,36,94,85,68,124,
Ratios,Working Capital Days,931,,,,550,,,,2626,,,,1743,1053,722,825,610,743,652,658,2286,
Ratios,ROCE %,1%,,,,2%,,,,2%,,,,2%,8%,17%,7%,7%,7%,6%,-3%,-3%,
,,,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,,51.31%,51.30%,51.28%,51.20%,51.19%,51.18%,51.17%,51.16%,51.15%,51.15%,51.14%,,,,,,,,,52.43%
Shareholding Pattern (Quarterly),FIIs,,,11.42%,11.07%,11.30%,11.45%,11.87%,8.53%,9.12%,9.74%,9.82%,9.99%,9.55%,,,,,,,,,8.43%
Shareholding Pattern (Quarterly),DIIs,,,18.34%,18.96%,19.44%,19.86%,20.18%,23.18%,22.24%,21.26%,20.91%,20.70%,20.11%,,,,,,,,,21.66%
Shareholding Pattern (Quarterly),Public,,,18.92%,18.66%,17.98%,17.48%,16.77%,17.10%,17.47%,17.84%,18.12%,18.15%,19.20%,,,,,,,,,17.49%
Shareholding Pattern (Quarterly),No. of Shareholders,,,74053,73012,72865,74132,91840,97967,106630,109471,111037,112386,115855,,,,,,,,,118385
,,,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,51.33%,,,,51.28%,,,,51.17%,,,,51.14%,,,,50.83%,51.56%,51.53%,51.52%,51.46%,52.43%
Shareholding Pattern (Yearly),FIIs,9.77%,,,,11.30%,,,,9.12%,,,,9.55%,,,,24.25%,22.64%,15.89%,13.42%,13.50%,8.43%
Shareholding Pattern (Yearly),DIIs,18.81%,,,,19.44%,,,,22.24%,,,,20.11%,,,,2.26%,3.14%,6.65%,13.06%,14.21%,21.66%
Shareholding Pattern (Yearly),Public,20.08%,,,,17.98%,,,,17.47%,,,,19.20%,,,,22.66%,22.66%,25.93%,22.00%,20.84%,17.49%
Shareholding Pattern (Yearly),No. of Shareholders,68396,,,,72865,,,,106630,,,,115855,,,,65420,58417,57773,58187,53951,118385
,,,,,,,,,,,,,,,,,,,,,,,
