Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Profit & Loss,Tax %,-36%,,,,-50%,,,,16%,,,,0%,-70%,1%,0%,0%
Profit & Loss,Net Profit,-58,,,,-22,,,,-567,,,,1,0,59,115,221
Profit & Loss,EPS in Rs,-12.11,,,,-4.62,,,,-118.21,,,,0.15,,17.30,32.01,46.22
Profit & Loss,Dividend Payout %,0%,,,,-49%,,,,0%,,,,0%,0%,22%,5%,11%
,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,36,,,,36,,,,36,,,,40,25,26,27,36
Balance Sheet,Reserves,1489,,,,1464,,,,898,,,,1054,739,930,1059,1553
Balance Sheet,Borrowings,1037,,,,1013,,,,1012,,,,796,633,538,722,621
Balance Sheet,Other Liabilities,383,,,,386,,,,406,,,,342,425,466,346,404
Balance Sheet,Total Liabilities,2945,,,,2899,,,,2351,,,,2232,1821,1960,2153,2614
Balance Sheet,Fixed Assets,1356,,,,1364,,,,1268,,,,1193,1086,1218,1397,1382
Balance Sheet,CWIP,239,,,,238,,,,256,,,,280,71,40,40,88
Balance Sheet,Investments,0,,,,2,,,,2,,,,2,1,0,0,0
Balance Sheet,Other Assets,1350,,,,1295,,,,825,,,,757,663,701,716,1144
Balance Sheet,Total Assets,2945,,,,2899,,,,2351,,,,2232,1821,1960,2153,2614
,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-242,,,,156,,,,109,,,,213,49,166,242,155
Cash Flows,Cash from Investing Activity,-243,,,,-81,,,,-4,,,,-37,-85,-113,-359,-106
Cash Flows,Cash from Financing Activity,334,,,,-113,,,,-106,,,,-180,68,-23,97,92
Cash Flows,Net Cash Flow,-151,,,,-38,,,,-0,,,,-4,31,30,-20,142
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,141,,,,136,,,,99,,,,93,184,76,63,109
Ratios,Inventory Days,321,,,,258,,,,163,,,,185,252,111,170,149
Ratios,Days Payable,154,,,,142,,,,142,,,,145,420,127,132,156
Ratios,Cash Conversion Cycle,308,,,,252,,,,120,,,,133,16,60,101,102
Ratios,Working Capital Days,251,,,,213,,,,126,,,,127,107,34,67,118
Ratios,ROCE %,-0%,,,,2%,,,,-9%,,,,6%,,10%,12%,15%
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,40.40%,40.41%,40.41%,40.98%,39.31%,37.19%,30.49%,30.49%,37.27%,37.27%,37.23%,37.94%,,,,
Shareholding Pattern (Quarterly),FIIs,,17.93%,18.47%,19.26%,19.30%,18.71%,17.86%,16.62%,15.80%,14.00%,14.25%,14.67%,14.63%,,,,
Shareholding Pattern (Quarterly),DIIs,,3.10%,2.97%,3.01%,2.75%,1.75%,1.79%,1.75%,2.97%,2.83%,3.37%,3.19%,2.61%,,,,
Shareholding Pattern (Quarterly),Public,,38.57%,38.16%,37.32%,36.95%,40.22%,43.16%,51.14%,50.73%,45.89%,45.11%,44.92%,44.82%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,82710,83319,79149,76325,75417,74473,72918,73912,77170,71882,83148,75791,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,39.71%,,,,40.98%,,,,30.49%,,,,37.94%,,40.55%,41.88%,44.11%
Shareholding Pattern (Yearly),FIIs,19.42%,,,,19.30%,,,,15.80%,,,,14.63%,,17.36%,16.41%,13.65%
Shareholding Pattern (Yearly),DIIs,3.64%,,,,2.75%,,,,2.97%,,,,2.61%,,7.10%,6.87%,3.98%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,0.00%,0.22%,0.00%
Shareholding Pattern (Yearly),Public,37.22%,,,,36.95%,,,,50.73%,,,,44.82%,,34.99%,34.62%,38.26%
Shareholding Pattern (Yearly),No. of Shareholders,77228,,,,76325,,,,73912,,,,75791,,61973,53443,58907
,,,,,,,,,,,,,,,,,,
