Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2020,Mar 2021,Mar 2017,Mar 2018,Mar 2019
Cash Flows,Cash from Financing Activity,-47,,,,-62,,,,-108,,,,-16,-109,-3,,,
Cash Flows,Net Cash Flow,-175,,,,124,,,,-125,,,,0,109,18,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,104,,,,82,,,,102,,,,96,72,106,,,
Ratios,Inventory Days,75,,,,79,,,,72,,,,68,79,115,,,
Ratios,Days Payable,46,,,,41,,,,36,,,,45,47,63,,,
Ratios,Cash Conversion Cycle,132,,,,120,,,,137,,,,118,104,158,,,
Ratios,Working Capital Days,141,,,,113,,,,142,,,,127,97,138,,,
Ratios,ROCE %,27%,,,,28%,,,,19%,,,,20%,,24%,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,74.06%,74.06%,74.06%,74.06%,74.06%,74.06%,74.06%,74.29%,74.29%,74.29%,74.29%,74.29%,,,,,
Shareholding Pattern (Quarterly),FIIs,,4.66%,4.76%,4.81%,4.79%,4.47%,4.64%,4.71%,4.93%,5.33%,5.48%,5.31%,3.83%,,,,,
Shareholding Pattern (Quarterly),DIIs,,8.11%,7.99%,7.88%,7.90%,8.11%,8.18%,7.55%,7.30%,6.74%,7.27%,7.61%,9.21%,,,,,
Shareholding Pattern (Quarterly),Public,,13.17%,13.19%,13.25%,13.26%,13.36%,13.12%,13.69%,13.46%,13.64%,12.96%,12.81%,12.68%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,72298,75759,80645,84404,90934,93989,107022,106894,100363,93508,89441,87933,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,74.06%,,,,74.06%,,,,74.29%,,,,74.29%,74.05%,74.06%,73.97%,74.01%,74.01%
Shareholding Pattern (Yearly),FIIs,4.58%,,,,4.79%,,,,4.93%,,,,3.83%,5.13%,3.50%,1.95%,3.61%,3.63%
Shareholding Pattern (Yearly),DIIs,7.85%,,,,7.90%,,,,7.30%,,,,9.21%,6.06%,7.29%,7.03%,6.58%,6.56%
Shareholding Pattern (Yearly),Public,13.51%,,,,13.26%,,,,13.46%,,,,12.68%,14.76%,15.15%,17.05%,15.80%,15.80%
Shareholding Pattern (Yearly),No. of Shareholders,72539,,,,84404,,,,106894,,,,87933,39763,59407,18628,17741,20021
,,,,,,,,,,,,,,,,,,,
