Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2017
Profit & Loss,Depreciation,59,,,,58,,,,55,,,,60,43,61,62,73,61,
Profit & Loss,Profit before tax,291,,,,331,,,,247,,,,267,130,170,152,85,3,
Profit & Loss,Tax %,26%,,,,24%,,,,25%,,,,26%,35%,35%,35%,19%,-3%,
Profit & Loss,Net Profit,216,,,,251,,,,185,,,,197,85,111,99,69,4,
Profit & Loss,EPS in Rs,46.14,,,,53.55,,,,40.72,,,,43.45,18.10,23.64,21.14,14.77,0.76,
Profit & Loss,Dividend Payout %,20%,,,,21%,,,,27%,,,,28%,12%,18%,21%,58%,602%,
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,9,,,,9,,,,9,,,,9,9,9,9,9,9,
Balance Sheet,Reserves,925,,,,1128,,,,1128,,,,1274,498,669,746,753,758,
Balance Sheet,Borrowings,223,,,,163,,,,175,,,,262,408,573,444,433,139,
Balance Sheet,Other Liabilities,356,,,,337,,,,290,,,,343,280,302,303,308,304,
Balance Sheet,Total Liabilities,1513,,,,1637,,,,1602,,,,1888,1196,1553,1502,1503,1210,
Balance Sheet,Fixed Assets,501,,,,480,,,,477,,,,591,414,443,523,552,490,
Balance Sheet,CWIP,2,,,,5,,,,19,,,,3,5,93,8,4,3,
Balance Sheet,Investments,38,,,,124,,,,30,,,,207,6,25,17,17,37,
Balance Sheet,Other Assets,972,,,,1027,,,,1077,,,,1088,770,993,954,931,681,
Balance Sheet,Total Assets,1513,,,,1637,,,,1602,,,,1888,1196,1553,1502,1503,1210,
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,45,,,,235,,,,129,,,,255,71,-31,192,201,330,
Cash Flows,Cash from Investing Activity,-53,,,,-113,,,,68,,,,-248,-101,-154,-13,-28,-22,
Cash Flows,Cash from Financing Activity,8,,,,-123,,,,-194,,,,-10,30,204,-194,-177,-307,
Cash Flows,Net Cash Flow,-0,,,,-0,,,,3,,,,-3,1,19,-15,-4,1,
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,74,,,,70,,,,82,,,,86,83,89,79,73,87,
Ratios,Inventory Days,165,,,,143,,,,172,,,,148,149,203,191,191,147,
Ratios,Days Payable,87,,,,65,,,,60,,,,67,80,86,79,81,102,
Ratios,Cash Conversion Cycle,152,,,,148,,,,193,,,,166,152,207,191,183,133,
Ratios,Working Capital Days,127,,,,118,,,,144,,,,163,110,143,136,136,126,
Ratios,ROCE %,29%,,,,28%,,,,21%,,,,20%,,,17%,11%,3%,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,67.18%,67.18%,67.18%,67.18%,67.18%,67.18%,67.45%,67.45%,67.45%,67.45%,67.45%,67.45%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,3.28%,2.66%,2.61%,2.04%,2.39%,1.91%,1.75%,1.56%,1.53%,1.48%,1.93%,2.63%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,6.24%,6.11%,4.45%,4.85%,4.27%,4.42%,3.44%,2.93%,2.54%,2.52%,2.52%,2.52%,,,,,,
Shareholding Pattern (Quarterly),Public,,23.29%,24.04%,25.74%,25.94%,26.14%,26.49%,27.37%,28.07%,28.47%,28.56%,28.11%,27.40%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,40004,44828,42973,38111,35390,51449,39855,39722,39091,40141,49729,50467,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,67.18%,,,,67.18%,,,,67.45%,,,,67.45%,,67.07%,67.07%,67.17%,67.19%,67.07%
Shareholding Pattern (Yearly),FIIs,3.65%,,,,2.04%,,,,1.56%,,,,2.63%,,1.64%,1.46%,1.29%,0.74%,1.44%
Shareholding Pattern (Yearly),DIIs,6.19%,,,,4.85%,,,,2.93%,,,,2.52%,,9.43%,10.79%,13.83%,11.15%,8.44%
Shareholding Pattern (Yearly),Public,22.98%,,,,25.94%,,,,28.07%,,,,27.40%,,21.87%,20.68%,17.72%,20.91%,23.05%
Shareholding Pattern (Yearly),No. of Shareholders,28426,,,,38111,,,,39722,,,,50467,,13198,14719,14177,17528,10221
,,,,,,,,,,,,,,,,,,,,
