Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,CWIP,13,,,,17,,,,19,,,,25,0,0,11,12,14,20,39
Balance Sheet,Investments,0,,,,83,,,,103,,,,186,0,0,2,2,2,1,1
Balance Sheet,Other Assets,1080,,,,1364,,,,1927,,,,2402,259,345,410,572,752,767,876
Balance Sheet,Total Assets,1136,,,,1511,,,,2102,,,,2671,262,355,433,596,777,798,926
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,161,,,,-101,,,,30,,,,-84,56,27,-19,-147,12,-16,91
Cash Flows,Cash from Investing Activity,29,,,,-82,,,,-28,,,,-109,-1,-1,1,-1,-0,-7,-42
Cash Flows,Cash from Financing Activity,-74,,,,95,,,,-3,,,,186,23,-20,27,141,-11,21,-19
Cash Flows,Net Cash Flow,116,,,,-87,,,,-1,,,,-8,78,6,10,-7,0,-1,30
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,2,,,,4,,,,3,,,,7,29,207,93,215,2,1,6
Ratios,Inventory Days,,,,,,,,,,,,,1674,8524,,,,9212,,
Ratios,Days Payable,,,,,,,,,,,,,210,4159,,,,873,,
Ratios,Cash Conversion Cycle,2,,,,4,,,,3,,,,1471,4395,207,93,215,8341,1,6
Ratios,Working Capital Days,307,,,,472,,,,199,,,,179,449,461,568,730,328,441,955
Ratios,ROCE %,10%,,,,9%,,,,16%,,,,20%,,18%,16%,16%,15%,19%,8%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,53.82%,51.99%,50.44%,50.44%,50.54%,50.54%,50.54%,50.51%,50.38%,50.28%,50.28%,50.27%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.03%,0.18%,0.46%,0.68%,0.69%,0.85%,0.49%,0.41%,1.81%,2.51%,2.65%,2.01%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,9.50%,10.32%,10.28%,10.57%,11.49%,11.62%,11.66%,13.52%,12.33%,12.77%,12.86%,12.65%,,,,,,,
Shareholding Pattern (Quarterly),Public,,36.64%,37.52%,38.82%,38.32%,37.27%,36.99%,37.29%,35.55%,35.46%,34.44%,34.22%,35.06%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,103022,103841,101600,100189,88361,87548,89484,91912,91031,91803,92640,94203,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,53.82%,,,,50.44%,,,,50.51%,,,,50.27%,,,52.12%,56.43%,59.60%,59.06%,58.66%
Shareholding Pattern (Yearly),FIIs,0.07%,,,,0.68%,,,,0.41%,,,,2.01%,,,1.75%,0.14%,0.03%,0.03%,0.03%
Shareholding Pattern (Yearly),DIIs,9.50%,,,,10.57%,,,,13.52%,,,,12.65%,,,7.72%,7.02%,6.33%,5.44%,1.65%
Shareholding Pattern (Yearly),Public,36.60%,,,,38.32%,,,,35.55%,,,,35.06%,,,38.41%,36.41%,34.04%,35.47%,39.66%
Shareholding Pattern (Yearly),No. of Shareholders,103737,,,,100189,,,,91912,,,,94203,,,134465,121315,117101,112111,113557
,,,,,,,,,,,,,,,,,,,,,
