Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,Investments,1049,,,,1305,,,,1142,,,,2836,209,450,581,691,714
Balance Sheet,Other Assets,1008,,,,1288,,,,1327,,,,1708,141,885,891,881,1022
Balance Sheet,Total Assets,2516,,,,2769,,,,2821,,,,5056,967,1920,2017,2079,2203
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,259,,,,93,,,,-198,,,,453,160,212,198,112,125
Cash Flows,Cash from Investing Activity,-224,,,,13,,,,269,,,,-1630,-158,142,-171,38,-54
Cash Flows,Cash from Financing Activity,-64,,,,-103,,,,-85,,,,1175,-55,-326,-16,-161,-34
Cash Flows,Net Cash Flow,-28,,,,3,,,,-14,,,,-2,-54,28,10,-11,37
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,213,,,,282,,,,180,,,,108,230,216,202,240,219
Ratios,Inventory Days,13,,,,59,,,,8,,,,0,,3,,,
Ratios,Days Payable,205,,,,303,,,,173,,,,,,185,,,
Ratios,Cash Conversion Cycle,22,,,,38,,,,15,,,,108,230,34,202,240,219
Ratios,Working Capital Days,188,,,,239,,,,143,,,,549,161,89,159,159,206
Ratios,ROCE %,18%,,,,8%,,,,17%,,,,17%,,26%,20%,13%,12%
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,60.18%,60.21%,61.16%,61.52%,61.52%,61.52%,61.52%,61.52%,61.52%,56.93%,56.93%,56.93%,,,,,
Shareholding Pattern (Quarterly),FIIs,,1.44%,1.62%,1.69%,2.10%,2.18%,2.29%,3.21%,3.85%,4.39%,9.80%,9.92%,9.33%,,,,,
Shareholding Pattern (Quarterly),DIIs,,27.32%,26.81%,25.95%,25.03%,24.21%,24.58%,23.98%,23.76%,22.78%,24.12%,24.03%,24.50%,,,,,
Shareholding Pattern (Quarterly),Public,,11.05%,11.37%,11.20%,11.35%,12.08%,11.63%,11.27%,10.86%,11.33%,9.15%,9.12%,9.24%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,21065,23049,20580,19779,30390,36508,43313,53296,79874,96863,98674,85474,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,60.18%,,,,61.52%,,,,61.52%,,,,56.93%,,,58.75%,60.18%,60.18%
Shareholding Pattern (Yearly),FIIs,1.24%,,,,2.10%,,,,3.85%,,,,9.33%,,,1.22%,1.11%,1.04%
Shareholding Pattern (Yearly),DIIs,27.33%,,,,25.03%,,,,23.76%,,,,24.50%,,,23.57%,28.85%,30.93%
Shareholding Pattern (Yearly),Public,11.25%,,,,11.35%,,,,10.86%,,,,9.24%,,,16.46%,9.86%,7.84%
Shareholding Pattern (Yearly),No. of Shareholders,23724,,,,19779,,,,53296,,,,85474,,,13962,6278,8544
,,,,,,,,,,,,,,,,,,,
