Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Cash Flows,Cash from Investing Activity,-129,,,,-90,,,,-245,,,,-293,-37,-62,-128,-97,-194,-31
Cash Flows,Cash from Financing Activity,34,,,,-26,,,,137,,,,59,-59,-39,-11,-6,96,-51
Cash Flows,Net Cash Flow,13,,,,-8,,,,24,,,,-22,-15,-2,1,1,6,-5
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,48,,,,48,,,,48,,,,50,53,55,70,44,39,55
Ratios,Inventory Days,91,,,,96,,,,129,,,,92,45,52,57,61,75,94
Ratios,Days Payable,163,,,,141,,,,154,,,,147,135,146,180,114,131,159
Ratios,Cash Conversion Cycle,-24,,,,3,,,,22,,,,-6,-36,-39,-53,-9,-17,-9
Ratios,Working Capital Days,4,,,,13,,,,14,,,,18,-34,-31,-35,-22,-17,2
Ratios,ROCE %,11%,,,,19%,,,,17%,,,,16%,,19%,24%,22%,17%,8%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.24%,0.47%,0.65%,0.84%,1.12%,1.15%,1.12%,1.09%,1.17%,1.18%,0.92%,0.97%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.30%,0.56%,0.57%,0.62%,1.03%,1.27%,1.42%,1.46%,1.57%,3.56%,4.94%,5.63%,,,,,,
Shareholding Pattern (Quarterly),Public,,24.46%,23.95%,23.79%,23.54%,22.84%,22.57%,22.45%,22.44%,22.25%,20.27%,19.13%,18.39%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,21542,19712,20001,20089,19410,19742,19395,19329,19999,18884,18814,18660,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,75.00%,,,,75.00%,,,,75.00%,,,,75.00%,,73.53%,74.65%,75.00%,75.00%,75.00%
Shareholding Pattern (Yearly),FIIs,0.25%,,,,0.84%,,,,1.09%,,,,0.97%,,2.20%,0.74%,0.72%,0.73%,0.64%
Shareholding Pattern (Yearly),DIIs,0.36%,,,,0.62%,,,,1.46%,,,,5.63%,,1.31%,0.55%,1.23%,0.93%,1.12%
Shareholding Pattern (Yearly),Public,24.39%,,,,23.54%,,,,22.44%,,,,18.39%,,22.95%,24.06%,23.05%,23.34%,23.24%
Shareholding Pattern (Yearly),No. of Shareholders,22424,,,,20089,,,,19329,,,,18660,,18524,14224,17444,17504,18774
,,,,,,,,,,,,,,,,,,,,
