Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Profit & Loss,Sales,1748,,,,1938,,,,2506,,,,2512,472,445,752,1050,1499,1241
Profit & Loss,Expenses,1490,,,,1708,,,,2245,,,,2333,438,378,646,901,1308,1106
Profit & Loss,Operating Profit,258,,,,230,,,,261,,,,179,35,67,106,149,191,135
Profit & Loss,OPM %,15%,,,,12%,,,,10%,,,,7%,7%,15%,14%,14%,13%,11%
Profit & Loss,Other Income,22,,,,25,,,,24,,,,17,10,13,18,22,24,17
Profit & Loss,Interest,26,,,,32,,,,51,,,,44,3,8,9,10,15,15
Profit & Loss,Depreciation,32,,,,40,,,,65,,,,73,7,8,11,24,27,26
Profit & Loss,Profit before tax,222,,,,183,,,,169,,,,80,35,65,102,137,173,111
Profit & Loss,Tax %,25%,,,,26%,,,,27%,,,,27%,37%,36%,36%,35%,26%,25%
Profit & Loss,Net Profit,167,,,,132,,,,123,,,,56,23,42,66,89,128,81
Profit & Loss,EPS in Rs,46.29,,,,36.65,,,,34.16,,,,14.23,71.34,14.41,18.20,24.84,35.69,22.65
Profit & Loss,Dividend Payout %,11%,,,,7%,,,,0%,,,,0%,21%,17%,27%,20%,14%,18%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,36,,,,36,,,,36,,,,40,3,29,36,36,36,36
Balance Sheet,Reserves,651,,,,765,,,,879,,,,1169,61,76,265,333,418,500
Balance Sheet,Borrowings,100,,,,145,,,,455,,,,272,47,75,30,31,80,84
Balance Sheet,Other Liabilities,484,,,,819,,,,667,,,,873,142,148,268,335,429,372
Balance Sheet,Total Liabilities,1270,,,,1765,,,,2037,,,,2353,253,328,600,735,963,991
Balance Sheet,Fixed Assets,207,,,,240,,,,322,,,,307,54,52,78,103,108,116
Balance Sheet,CWIP,0,,,,18,,,,3,,,,3,0,0,2,0,0,42
Balance Sheet,Investments,1,,,,1,,,,1,,,,1,14,18,16,1,1,1
Balance Sheet,Other Assets,1062,,,,1507,,,,1711,,,,2042,185,258,504,631,854,833
Balance Sheet,Total Assets,1270,,,,1765,,,,2037,,,,2353,253,328,600,735,963,991
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,147,,,,45,,,,-224,,,,53,40,-8,70,21,16,73
Cash Flows,Cash from Investing Activity,-164,,,,-51,,,,-26,,,,-106,-45,-4,-122,-23,-8,5
Cash Flows,Cash from Financing Activity,-11,,,,12,,,,269,,,,20,6,22,81,-26,-2,-4
Cash Flows,Net Cash Flow,-28,,,,6,,,,19,,,,-33,1,11,29,-27,6,74
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,65,,,,82,,,,50,,,,77,16,48,60,51,57,67
Ratios,Inventory Days,60,,,,96,,,,147,,,,54,17,8,43,66,66,82
Ratios,Days Payable,189,,,,231,,,,194,,,,70,145,174,160,140,148,237
Ratios,Cash Conversion Cycle,-64,,,,-53,,,,3,,,,61,-112,-118,-58,-22,-25,-88
Ratios,Working Capital Days,30,,,,42,,,,93,,,,102,-65,-53,-42,-6,17,27
Ratios,ROCE %,35%,,,,25%,,,,19%,,,,9%,,50%,44%,40%,40%,22%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,70.39%,70.45%,67.54%,67.59%,66.22%,66.22%,66.22%,66.22%,60.14%,60.14%,60.14%,60.14%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,1.89%,1.97%,2.27%,2.47%,4.20%,4.23%,3.30%,2.31%,7.02%,8.58%,7.63%,7.82%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,4.82%,4.40%,4.15%,4.51%,5.33%,5.35%,5.01%,4.53%,10.45%,10.94%,8.09%,7.99%,,,,,,
Shareholding Pattern (Quarterly),Public,,22.90%,23.18%,26.03%,25.43%,24.26%,24.20%,25.48%,26.94%,22.39%,20.35%,24.14%,24.05%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,35285,36750,36921,36252,36911,42346,48541,45772,41861,40839,43244,41197,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,70.20%,,,,67.59%,,,,66.22%,,,,60.14%,,,72.13%,73.28%,73.82%,74.19%
Shareholding Pattern (Yearly),FIIs,1.78%,,,,2.47%,,,,2.31%,,,,7.82%,,,1.16%,1.17%,1.27%,1.29%
Shareholding Pattern (Yearly),DIIs,4.77%,,,,4.51%,,,,4.53%,,,,7.99%,,,8.63%,6.42%,5.74%,5.52%
Shareholding Pattern (Yearly),Public,23.24%,,,,25.43%,,,,26.94%,,,,24.05%,,,18.08%,19.12%,19.17%,19.00%
Shareholding Pattern (Yearly),No. of Shareholders,35123,,,,36252,,,,45772,,,,41197,,,9438,13809,13140,14415
,,,,,,,,,,,,,,,,,,,,
