Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Cash Flows,Net Cash Flow,7,,,,-7,,,,-1,,,,184,-6,-1,0,-0,0,-0,1
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,2,,,,1,,,,3,,,,1,16,11,14,18,3,1,3
Ratios,Inventory Days,71,,,,32,,,,48,,,,42,35,50,48,60,45,23,87
Ratios,Days Payable,30,,,,16,,,,26,,,,20,29,39,25,56,23,15,36
Ratios,Cash Conversion Cycle,43,,,,17,,,,24,,,,23,22,22,37,22,26,9,54
Ratios,Working Capital Days,36,,,,15,,,,23,,,,24,10,14,29,-3,14,2,31
Ratios,ROCE %,20%,,,,45%,,,,35%,,,,4%,,16%,21%,21%,1%,-26%,16%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,67.29%,67.29%,67.29%,67.29%,67.29%,67.29%,67.29%,67.29%,67.29%,67.29%,67.29%,67.29%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,4.01%,4.66%,5.07%,7.67%,8.49%,11.37%,14.70%,15.86%,15.77%,16.17%,11.08%,10.58%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,2.67%,3.29%,3.25%,3.40%,1.97%,1.76%,1.24%,0.75%,0.79%,0.30%,1.81%,2.24%,,,,,,,
Shareholding Pattern (Quarterly),Government,,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
Shareholding Pattern (Quarterly),Public,,26.03%,24.76%,24.40%,21.63%,22.25%,19.59%,16.78%,16.11%,16.14%,16.25%,19.83%,19.89%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,94373,107400,108330,101135,98284,101030,99496,106619,117204,142073,185505,206734,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,67.29%,,,,67.29%,,,,67.29%,,,,67.29%,,,67.29%,67.29%,67.29%,67.29%,67.29%
Shareholding Pattern (Yearly),FIIs,3.37%,,,,7.67%,,,,15.86%,,,,10.58%,,,12.94%,10.67%,8.81%,3.94%,0.71%
Shareholding Pattern (Yearly),DIIs,5.36%,,,,3.40%,,,,0.75%,,,,2.24%,,,8.36%,10.66%,13.55%,16.03%,6.55%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.01%,,,,0.00%,,,,0.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,23.98%,,,,21.63%,,,,16.11%,,,,19.89%,,,11.41%,11.38%,10.35%,12.74%,25.45%
Shareholding Pattern (Yearly),No. of Shareholders,82407,,,,101135,,,,106619,,,,206734,,,61194,69585,69145,68359,85027
,,,,,,,,,,,,,,,,,,,,,
