Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Profit & Loss,Other Income,401,,,,469,,,,596,,,,695,31,78,108,153,213,293,240
Profit & Loss,Interest,25,,,,27,,,,28,,,,10,30,10,1,2,2,20,22
Profit & Loss,Depreciation,317,,,,363,,,,414,,,,476,149,156,167,181,201,252,290
Profit & Loss,Profit before tax,1953,,,,2122,,,,2542,,,,2183,645,687,904,1096,1269,1556,1422
Profit & Loss,Tax %,23%,,,,23%,,,,22%,,,,22%,33%,33%,33%,34%,34%,20%,18%
Profit & Loss,Net Profit,1502,,,,1640,,,,1983,,,,1713,448,458,606,722,842,1249,1173
Profit & Loss,EPS in Rs,10.73,,,,11.71,,,,14.18,,,,12.27,3.20,3.27,4.33,5.16,6.02,8.92,8.38
Profit & Loss,Dividend Payout %,26%,,,,56%,,,,32%,,,,90%,19%,18%,20%,19%,20%,16%,21%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,140,,,,140,,,,140,,,,280,140,140,140,140,140,140,140
Balance Sheet,Reserves,7446,,,,7791,,,,9493,,,,10336,1975,2430,2872,3507,4176,5218,6194
Balance Sheet,Borrowings,108,,,,83,,,,81,,,,93,145,0,0,0,0,96,113
Balance Sheet,Other Liabilities,3413,,,,4614,,,,4510,,,,4872,833,882,1186,1453,1871,2094,2606
Balance Sheet,Total Liabilities,11107,,,,12628,,,,14225,,,,15581,3093,3452,4198,5100,6187,7548,9054
Balance Sheet,Fixed Assets,5002,,,,5734,,,,6603,,,,7207,1956,2019,2117,2432,2877,3557,4321
Balance Sheet,CWIP,1379,,,,1434,,,,1396,,,,1527,254,267,352,386,478,777,847
Balance Sheet,Investments,2626,,,,1522,,,,2222,,,,2926,308,327,784,1316,1778,630,2288
Balance Sheet,Other Assets,2101,,,,3939,,,,4003,,,,3921,575,839,945,966,1054,2584,1598
Balance Sheet,Total Assets,11107,,,,12628,,,,14225,,,,15581,3093,3452,4198,5100,6187,7548,9054
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,1898,,,,2231,,,,1532,,,,2199,664,653,946,879,1157,1361,1546
Cash Flows,Cash from Investing Activity,-1585,,,,-841,,,,-1103,,,,-1519,-364,-175,-1114,-717,-1121,-521,-1826
Cash Flows,Cash from Financing Activity,-328,,,,-1359,,,,-316,,,,-754,-327,-256,-160,-84,-169,-243,-297
Cash Flows,Net Cash Flow,-15,,,,31,,,,113,,,,-74,-27,223,-328,78,-133,597,-577
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,25,,,,23,,,,27,,,,17,23,25,19,18,14,10,19
Ratios,Inventory Days,4,,,,2,,,,2,,,,2,7,10,10,8,6,5,8
Ratios,Days Payable,65,,,,32,,,,37,,,,31,30,26,48,50,35,22,69
Ratios,Cash Conversion Cycle,-37,,,,-6,,,,-8,,,,-12,1,9,-19,-23,-15,-7,-41
Ratios,Working Capital Days,-113,,,,-78,,,,-71,,,,-47,-36,-32,-62,-67,-75,-82,-142
Ratios,ROCE %,27%,,,,27%,,,,28%,,,,21%,,29%,32%,32%,30%,31%,24%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,45.00%,45.00%,45.00%,45.00%,45.00%,45.00%,45.00%,45.00%,45.00%,45.00%,45.00%,45.00%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,20.34%,20.99%,21.76%,21.27%,21.94%,20.94%,17.91%,16.81%,16.16%,19.29%,14.32%,14.67%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,16.79%,20.10%,19.53%,20.28%,20.17%,21.06%,22.74%,24.22%,25.10%,23.18%,26.12%,26.18%,,,,,,,
Shareholding Pattern (Quarterly),Government,,5.00%,5.18%,5.18%,5.18%,5.18%,5.18%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,,,,,,,
Shareholding Pattern (Quarterly),Public,,12.87%,8.74%,8.53%,8.27%,7.72%,7.83%,9.36%,8.96%,8.74%,7.53%,9.55%,9.15%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,369392,340915,322345,305961,272065,270687,316340,296569,290378,260867,344909,352161,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,45.00%,,,,45.00%,,,,45.00%,,,,45.00%,,,45.00%,45.00%,45.00%,45.00%,45.00%
Shareholding Pattern (Yearly),FIIs,19.88%,,,,21.27%,,,,16.81%,,,,14.67%,,,24.75%,21.31%,21.08%,22.77%,23.80%
Shareholding Pattern (Yearly),DIIs,16.90%,,,,20.28%,,,,24.22%,,,,26.18%,,,14.25%,16.18%,18.03%,16.75%,15.93%
Shareholding Pattern (Yearly),Government,5.00%,,,,5.18%,,,,5.00%,,,,5.00%,,,5.00%,5.00%,5.00%,5.00%,5.00%
Shareholding Pattern (Yearly),Public,13.22%,,,,8.27%,,,,8.96%,,,,9.15%,,,11.00%,12.51%,10.89%,10.48%,10.27%
Shareholding Pattern (Yearly),No. of Shareholders,370190,,,,305961,,,,296569,,,,352161,,,61116,98471,107688,123727,196066
,,,,,,,,,,,,,,,,,,,,,
