Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021
,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,12,,,,11,,,,18,,,,13,19,14,7
Ratios,Inventory Days,70,,,,73,,,,77,,,,87,183,158,70
Ratios,Days Payable,189,,,,212,,,,235,,,,221,200,187,285
Ratios,Cash Conversion Cycle,-108,,,,-128,,,,-141,,,,-121,2,-16,-208
Ratios,Working Capital Days,-71,,,,-89,,,,-93,,,,-78,-45,-5,-124
Ratios,ROCE %,50%,,,,15%,,,,-2%,,,,2%,,6%,21%
,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,54.99%,54.99%,54.99%,54.99%,54.99%,54.99%,54.99%,54.99%,54.99%,54.99%,54.99%,54.99%,,,
Shareholding Pattern (Quarterly),FIIs,,8.56%,7.62%,7.76%,7.41%,11.45%,11.59%,11.17%,10.83%,11.27%,13.42%,13.19%,13.27%,,,
Shareholding Pattern (Quarterly),DIIs,,26.98%,26.46%,26.81%,27.81%,26.63%,26.94%,27.51%,28.15%,28.39%,25.75%,25.82%,25.81%,,,
Shareholding Pattern (Quarterly),Public,,9.47%,10.93%,10.45%,9.78%,6.92%,6.48%,6.33%,6.02%,5.35%,5.85%,6.00%,5.93%,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,102634,105411,100195,99608,92610,93594,90184,85649,74800,72772,70994,68751,,,
,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,54.99%,,,,54.99%,,,,54.99%,,,,54.99%,,,
Shareholding Pattern (Yearly),FIIs,7.88%,,,,7.41%,,,,10.83%,,,,13.27%,,,
Shareholding Pattern (Yearly),DIIs,27.63%,,,,27.81%,,,,28.15%,,,,25.81%,,,
Shareholding Pattern (Yearly),Public,9.50%,,,,9.78%,,,,6.02%,,,,5.93%,,,
Shareholding Pattern (Yearly),No. of Shareholders,102409,,,,99608,,,,85649,,,,68751,,,
,,,,,,,,,,,,,,,,,
