Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Jun 2025
Ratios,Cash Conversion Cycle,124,,,,287,,,,344,,,,321,166,213,191,21,-307,-273,-694,-389,
Ratios,Working Capital Days,-430,,,,-611,,,,-1083,,,,-1284,135,171,166,23,-59,-643,-610,-395,
Ratios,ROCE %,3%,,,,6%,,,,6%,,,,-3%,15%,15%,13%,1%,4%,-0%,-0%,6%,
,,,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,,68.48%,68.48%,68.48%,68.27%,68.27%,68.25%,67.39%,68.84%,71.45%,71.45%,69.74%,,,,,,,,,74.01%
Shareholding Pattern (Quarterly),FIIs,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.04%,0.00%,0.04%,0.04%,,,,,,,,,0.00%
Shareholding Pattern (Quarterly),DIIs,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.54%,0.53%,,,,,,,,,0.43%
Shareholding Pattern (Quarterly),Public,,,31.52%,31.51%,31.52%,31.73%,31.73%,31.74%,32.60%,31.11%,28.54%,27.97%,29.69%,,,,,,,,,25.57%
Shareholding Pattern (Quarterly),No. of Shareholders,,,22087,21746,21283,20549,18977,18301,19887,26003,25932,25421,24920,,,,,,,,,25144
,,,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,68.49%,,,,68.48%,,,,67.39%,,,,69.74%,,,47.90%,26.29%,21.74%,68.49%,68.49%,68.49%,74.01%
Shareholding Pattern (Yearly),FIIs,0.01%,,,,0.00%,,,,0.00%,,,,0.04%,,,11.92%,8.70%,0.00%,0.00%,0.00%,1.03%,0.00%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.53%,,,22.27%,7.97%,0.16%,0.06%,0.01%,0.00%,0.43%
Shareholding Pattern (Yearly),Public,31.51%,,,,31.52%,,,,32.60%,,,,29.69%,,,17.90%,57.04%,78.10%,31.45%,31.51%,30.48%,25.57%
Shareholding Pattern (Yearly),No. of Shareholders,21840,,,,21283,,,,19887,,,,24920,,,9795,20992,22644,20830,18769,18096,25144
,,,,,,,,,,,,,,,,,,,,,,,
