Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Profit & Loss,Depreciation,23,,,,22,,,,29,,,,43,0,36,31,5,28,26
Profit & Loss,Profit before tax,413,,,,706,,,,162,,,,198,19,599,165,40,-36,306
Profit & Loss,Tax %,22%,,,,25%,,,,29%,,,,30%,8%,-7%,18%,-6%,-38%,18%
Profit & Loss,Net Profit,320,,,,528,,,,115,,,,140,-62,652,149,42,-23,249
Profit & Loss,EPS in Rs,252.62,,,,480.15,,,,80.14,,,,148.89,-101.16,594.68,162.60,47.51,5.58,230.97
Profit & Loss,Dividend Payout %,1%,,,,1%,,,,3%,,,,2%,-1%,0%,1%,3%,27%,1%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,6,,,,6,,,,6,,,,6,6,6,6,6,6,6
Balance Sheet,Reserves,1937,,,,2264,,,,2552,,,,2676,266,884,1016,1428,1363,1664
Balance Sheet,Borrowings,115,,,,365,,,,377,,,,388,0,873,812,70,92,66
Balance Sheet,Other Liabilities,872,,,,1342,,,,1487,,,,1347,6,601,887,509,466,652
Balance Sheet,Total Liabilities,2930,,,,3976,,,,4422,,,,4416,279,2364,2721,2013,1927,2388
Balance Sheet,Fixed Assets,77,,,,78,,,,639,,,,626,1,583,604,35,55,72
Balance Sheet,CWIP,85,,,,540,,,,55,,,,74,0,58,59,46,46,46
Balance Sheet,Investments,2545,,,,2957,,,,3238,,,,3221,265,871,884,1718,1725,2129
Balance Sheet,Other Assets,224,,,,402,,,,491,,,,496,13,852,1175,215,102,141
Balance Sheet,Total Assets,2930,,,,3976,,,,4422,,,,4416,279,2364,2721,2013,1927,2388
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-34,,,,383,,,,133,,,,65,4,-417,134,9,48,26
Cash Flows,Cash from Investing Activity,36,,,,-360,,,,-92,,,,-63,-3,-265,97,27,-5,37
Cash Flows,Cash from Financing Activity,11,,,,200,,,,-43,,,,-41,-1,708,-136,-76,-31,-56
Cash Flows,Net Cash Flow,13,,,,223,,,,-2,,,,-39,1,26,95,-40,12,7
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,0,,,,0,,,,3,,,,6,0,33,41,0,0,0
Ratios,Inventory Days,1,,,,2,,,,38,,,,28,0,53,66,0,9,12
Ratios,Days Payable,11,,,,12,,,,61,,,,36,,30,63,5,120,78
Ratios,Cash Conversion Cycle,-10,,,,-11,,,,-20,,,,-2,0,56,44,-5,-111,-66
Ratios,Working Capital Days,194,,,,37,,,,47,,,,58,-19,70,55,29,232,126
Ratios,ROCE %,17%,,,,23%,,,,5%,,,,6%,,31%,10%,4%,-2%,16%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,74.95%,74.95%,74.95%,74.95%,74.95%,74.95%,74.95%,74.95%,74.95%,74.95%,74.95%,74.95%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.09%,0.09%,0.10%,0.09%,0.09%,0.09%,0.09%,0.09%,0.09%,0.11%,0.11%,0.11%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,,,,,,
Shareholding Pattern (Quarterly),Public,,24.91%,24.91%,24.90%,24.90%,24.91%,24.90%,24.91%,24.91%,24.91%,24.90%,24.88%,24.88%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,12428,12337,10486,10399,10319,10293,10643,11026,10908,10808,10523,10553,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,74.95%,,,,74.95%,,,,74.95%,,,,74.95%,,74.95%,74.95%,74.95%,74.95%,74.95%
Shareholding Pattern (Yearly),FIIs,0.11%,,,,0.09%,,,,0.09%,,,,0.11%,,0.00%,0.01%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.04%,,,,0.05%,,,,0.04%,,,,0.04%,,0.05%,0.04%,0.05%,0.05%,0.05%
Shareholding Pattern (Yearly),Public,24.90%,,,,24.90%,,,,24.91%,,,,24.88%,,25.00%,24.99%,25.00%,25.00%,25.00%
Shareholding Pattern (Yearly),No. of Shareholders,12671,,,,10399,,,,11026,,,,10553,,18253,17111,12728,12319,12000
,,,,,,,,,,,,,,,,,,,,
