Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Profit & Loss,Tax %,25%,,,,25%,,,,25%,,,,25%,35%,35%,30%,25%
Profit & Loss,Net Profit,287,,,,285,,,,351,,,,465,146,131,172,205
Profit & Loss,EPS in Rs,58.68,,,,58.22,,,,71.96,,,,95.12,29.93,26.75,35.24,42.08
Profit & Loss,Dividend Payout %,66%,,,,65%,,,,65%,,,,76%,66%,84%,35%,150%
,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,49,,,,49,,,,49,,,,49,49,49,49,49
Balance Sheet,Reserves,599,,,,733,,,,865,,,,1069,395,393,500,467
Balance Sheet,Borrowings,82,,,,93,,,,96,,,,89,112,109,0,79
Balance Sheet,Other Liabilities,227,,,,221,,,,403,,,,389,142,186,252,247
Balance Sheet,Total Liabilities,957,,,,1096,,,,1413,,,,1596,698,736,801,842
Balance Sheet,Fixed Assets,314,,,,333,,,,376,,,,406,324,320,309,284
Balance Sheet,CWIP,0,,,,9,,,,13,,,,44,0,0,0,0
Balance Sheet,Investments,317,,,,330,,,,407,,,,425,218,233,306,236
Balance Sheet,Other Assets,326,,,,425,,,,618,,,,722,156,184,186,322
Balance Sheet,Total Assets,957,,,,1096,,,,1413,,,,1596,698,736,801,842
,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,321,,,,318,,,,401,,,,477,162,187,199,264
Cash Flows,Cash from Investing Activity,-131,,,,-102,,,,-188,,,,-132,-19,-31,-84,2
Cash Flows,Cash from Financing Activity,-204,,,,-205,,,,-224,,,,-338,-138,-158,-97,-272
Cash Flows,Net Cash Flow,-13,,,,12,,,,-10,,,,7,5,-3,18,-6
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,10,,,,12,,,,21,,,,28,12,14,17,15
Ratios,Inventory Days,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,10,,,,12,,,,21,,,,28,12,14,17,15
Ratios,Working Capital Days,-2,,,,37,,,,31,,,,34,10,-0,7,-28
Ratios,ROCE %,56%,,,,46%,,,,48%,,,,54%,,38%,44%,42%
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,23.74%,19.92%,19.92%,19.92%,19.91%,19.87%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,
Shareholding Pattern (Quarterly),FIIs,,29.28%,33.21%,32.70%,35.00%,35.78%,38.61%,47.69%,53.78%,56.51%,56.53%,57.63%,55.00%,,,,
Shareholding Pattern (Quarterly),DIIs,,14.70%,14.91%,13.73%,12.87%,11.69%,16.05%,23.07%,19.91%,19.42%,18.64%,17.34%,16.70%,,,,
Shareholding Pattern (Quarterly),Public,,32.28%,31.96%,33.64%,32.21%,32.61%,25.48%,29.26%,26.32%,24.07%,24.83%,25.02%,28.30%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,481026,477983,487248,465834,460465,437544,446888,413343,375696,399293,408950,459662,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,23.75%,,,,19.92%,,,,0.00%,,,,0.00%,,,,30.98%
Shareholding Pattern (Yearly),FIIs,28.99%,,,,35.00%,,,,53.78%,,,,55.00%,,,,23.99%
Shareholding Pattern (Yearly),DIIs,14.67%,,,,12.87%,,,,19.91%,,,,16.70%,,,,24.03%
Shareholding Pattern (Yearly),Public,32.59%,,,,32.21%,,,,26.32%,,,,28.30%,,,,21.00%
Shareholding Pattern (Yearly),No. of Shareholders,486749,,,,465834,,,,413343,,,,459662,,,,161790
,,,,,,,,,,,,,,,,,,
