Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021
Shareholding Pattern (Quarterly),Promoters,,73.82%,73.74%,73.71%,73.68%,66.77%,66.69%,66.66%,66.58%,66.56%,66.54%,66.50%,66.43%,,,
Shareholding Pattern (Quarterly),FIIs,,8.67%,9.33%,9.60%,9.67%,9.55%,11.46%,12.00%,11.65%,10.88%,10.76%,9.76%,11.38%,,,
Shareholding Pattern (Quarterly),DIIs,,10.75%,12.68%,12.53%,12.27%,11.90%,15.78%,15.79%,15.76%,16.25%,14.86%,14.17%,12.67%,,,
Shareholding Pattern (Quarterly),Public,,6.76%,4.25%,4.16%,4.38%,11.77%,6.08%,5.57%,6.01%,6.31%,7.83%,9.57%,9.50%,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,34142,39645,40891,41979,40622,51172,57989,69824,83603,103928,125004,119819,,,
,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,73.85%,,,,73.68%,,,,66.58%,,,,66.43%,80.19%,79.94%,73.99%
Shareholding Pattern (Yearly),FIIs,8.24%,,,,9.67%,,,,11.65%,,,,11.38%,7.58%,5.59%,10.14%
Shareholding Pattern (Yearly),DIIs,10.94%,,,,12.27%,,,,15.76%,,,,12.67%,5.54%,8.66%,9.02%
Shareholding Pattern (Yearly),Public,6.97%,,,,4.38%,,,,6.01%,,,,9.50%,6.69%,5.80%,6.86%
Shareholding Pattern (Yearly),No. of Shareholders,34568,,,,41979,,,,69824,,,,119819,44866,41744,38456
,,,,,,,,,,,,,,,,,
