Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,Fixed Assets,12,,,,30,,,,25,,,,23,18,15,14,12,22,16
Balance Sheet,CWIP,0,,,,0,,,,0,,,,0,0,0,0,0,0,0
Balance Sheet,Investments,350,,,,91,,,,122,,,,268,235,114,63,96,356,373
Balance Sheet,Other Assets,9155,,,,7513,,,,6377,,,,5391,8570,10623,12238,13085,11264,11142
Balance Sheet,Total Assets,9516,,,,7634,,,,6525,,,,5683,8823,10752,12315,13193,11642,11532
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,2721,,,,1887,,,,2563,,,,1139,-1167,-888,-1302,236,3228,1311
Cash Flows,Cash from Investing Activity,-154,,,,259,,,,-689,,,,776,-0,-5,-13,-0,-386,-162
Cash Flows,Cash from Financing Activity,-2719,,,,-2459,,,,-1669,,,,-1383,1169,904,1338,-257,-2652,-883
Cash Flows,Net Cash Flow,-151,,,,-312,,,,205,,,,532,2,11,24,-21,191,266
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,0,,,,2,,,,0,,,,0,0,2,2,2,1,1
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,0,,,,2,,,,0,,,,0,0,2,2,2,1,1
Ratios,Working Capital Days,-9,,,,-20,,,,-9,,,,-4,-28,14,-23,2,23,4
Ratios,ROCE %,7%,,,,8%,,,,9%,,,,10%,,12%,5%,10%,9%,7%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,64.99%,64.99%,64.99%,64.99%,64.99%,64.99%,64.99%,64.99%,64.99%,64.99%,64.99%,64.99%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.94%,0.94%,0.87%,0.84%,0.93%,2.00%,2.66%,2.62%,2.36%,2.05%,2.03%,2.07%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,1.70%,3.80%,3.80%,3.26%,2.26%,2.21%,2.31%,2.68%,2.86%,5.00%,5.48%,5.42%,,,,,,
Shareholding Pattern (Quarterly),Public,,32.37%,30.25%,30.33%,30.90%,31.82%,30.80%,30.03%,29.69%,29.79%,27.96%,27.51%,27.51%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,118881,116945,114755,114102,115565,125807,135117,148802,147974,144836,143150,141201,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,64.99%,,,,64.99%,,,,64.99%,,,,64.99%,,64.99%,64.99%,64.99%,64.99%,64.99%
Shareholding Pattern (Yearly),FIIs,0.76%,,,,0.84%,,,,2.62%,,,,2.07%,,8.91%,2.64%,1.61%,1.47%,1.47%
Shareholding Pattern (Yearly),DIIs,1.70%,,,,3.26%,,,,2.68%,,,,5.42%,,2.48%,2.54%,2.46%,2.40%,3.13%
Shareholding Pattern (Yearly),Public,32.55%,,,,30.90%,,,,29.69%,,,,27.51%,,23.61%,29.82%,30.94%,31.14%,30.40%
Shareholding Pattern (Yearly),No. of Shareholders,121676,,,,114102,,,,148802,,,,141201,,119808,127042,120188,111866,108368
,,,,,,,,,,,,,,,,,,,,
