Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Cash Flows,Cash from Investing Activity,-153,,,,-5,,,,-63,,,,-539,-168,-170,-306,-105
Cash Flows,Cash from Financing Activity,-63,,,,-10,,,,79,,,,474,82,195,-52,174
Cash Flows,Net Cash Flow,-76,,,,-42,,,,8,,,,-5,-21,-17,3,117
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,144,,,,135,,,,213,,,,279,242,410,552,473
Ratios,Inventory Days,540,,,,215,,,,,,,,,1891,,,
Ratios,Days Payable,2029,,,,758,,,,,,,,,2200,,,
Ratios,Cash Conversion Cycle,-1344,,,,-407,,,,213,,,,279,-67,410,552,473
Ratios,Working Capital Days,135,,,,261,,,,666,,,,1302,-55,610,-404,-549
Ratios,ROCE %,3%,,,,1%,,,,4%,,,,3%,,5%,4%,2%
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,,,56.04%,56.04%,56.04%,55.72%,55.72%,55.72%,55.72%,56.35%,55.93%,55.93%,,,,
Shareholding Pattern (Quarterly),FIIs,,,,9.05%,9.67%,8.42%,8.33%,9.20%,8.33%,9.16%,9.12%,8.79%,8.93%,,,,
Shareholding Pattern (Quarterly),DIIs,,,,6.29%,5.50%,4.09%,2.94%,2.84%,1.75%,1.72%,3.70%,3.71%,3.72%,,,,
Shareholding Pattern (Quarterly),Public,,,,28.60%,28.79%,31.46%,33.01%,32.24%,34.21%,33.40%,30.84%,31.56%,31.42%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,,,86765,85208,79983,83292,93830,107498,121044,143748,154405,153492,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,,56.04%,,,,55.72%,,,,55.93%,,,,
Shareholding Pattern (Yearly),FIIs,,,,,9.67%,,,,8.33%,,,,8.93%,,,,
Shareholding Pattern (Yearly),DIIs,,,,,5.50%,,,,1.75%,,,,3.72%,,,,
Shareholding Pattern (Yearly),Public,,,,,28.79%,,,,34.21%,,,,31.42%,,,,
Shareholding Pattern (Yearly),No. of Shareholders,,,,,85208,,,,107498,,,,153492,,,,
,,,,,,,,,,,,,,,,,,
