Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,Reserves,474,,,,481,,,,474,,,,494,226,312,354,390,382,314,374
Balance Sheet,Borrowings,21,,,,23,,,,42,,,,25,0,0,0,0,2,12,8
Balance Sheet,Other Liabilities,60,,,,74,,,,75,,,,121,53,44,30,36,37,90,106
Balance Sheet,Total Liabilities,607,,,,632,,,,644,,,,693,329,410,438,479,475,469,541
Balance Sheet,Fixed Assets,285,,,,294,,,,306,,,,297,196,259,259,299,294,269,253
Balance Sheet,CWIP,3,,,,2,,,,3,,,,14,6,1,17,0,1,5,8
Balance Sheet,Investments,146,,,,144,,,,162,,,,162,86,93,104,120,95,90,126
Balance Sheet,Other Assets,173,,,,192,,,,173,,,,220,42,56,58,60,84,105,154
Balance Sheet,Total Assets,607,,,,632,,,,644,,,,693,329,410,438,479,475,469,541
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,113,,,,129,,,,168,,,,191,34,68,90,107,100,168,115
Cash Flows,Cash from Investing Activity,-24,,,,-39,,,,-91,,,,-53,-18,-18,-42,-43,-12,1,-49
Cash Flows,Cash from Financing Activity,-89,,,,-86,,,,-85,,,,-130,-23,-45,-49,-64,-94,-165,-62
Cash Flows,Net Cash Flow,0,,,,4,,,,-8,,,,8,-6,5,-0,-0,-5,4,4
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,58,,,,59,,,,28,,,,39,10,11,8,10,11,14,33
Ratios,Inventory Days,53,,,,62,,,,104,,,,89,48,56,65,66,60,64,52
Ratios,Days Payable,36,,,,54,,,,88,,,,146,5,10,6,25,25,68,56
Ratios,Cash Conversion Cycle,75,,,,67,,,,44,,,,-18,53,57,67,50,46,10,29
Ratios,Working Capital Days,44,,,,36,,,,20,,,,90,28,2,19,10,28,-5,21
Ratios,ROCE %,42%,,,,17%,,,,18%,,,,26%,,24%,28%,33%,30%,35%,36%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,71.18%,71.14%,71.14%,71.14%,71.14%,71.14%,71.11%,71.11%,71.11%,71.11%,71.06%,71.06%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,12.82%,10.42%,10.13%,9.99%,3.44%,3.46%,3.35%,2.90%,2.49%,1.93%,2.77%,2.41%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,7.15%,9.14%,8.68%,8.45%,13.46%,13.33%,13.89%,14.88%,14.89%,14.79%,14.68%,14.97%,,,,,,,
Shareholding Pattern (Quarterly),Public,,8.85%,9.29%,10.04%,10.40%,11.95%,12.08%,11.64%,11.11%,11.49%,12.15%,11.49%,11.57%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,66431,71412,75822,74386,76292,72000,68844,64823,61636,59377,56666,57403,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,71.18%,,,,71.14%,,,,71.11%,,,,71.06%,,,63.96%,63.96%,65.71%,66.01%,66.14%
Shareholding Pattern (Yearly),FIIs,12.68%,,,,9.99%,,,,2.90%,,,,2.41%,,,4.47%,9.73%,11.67%,16.16%,20.54%
Shareholding Pattern (Yearly),DIIs,6.88%,,,,8.45%,,,,14.88%,,,,14.97%,,,12.11%,19.32%,13.74%,9.30%,7.18%
Shareholding Pattern (Yearly),Public,9.26%,,,,10.40%,,,,11.11%,,,,11.57%,,,19.21%,6.98%,8.88%,8.52%,6.14%
Shareholding Pattern (Yearly),Others,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,,0.25%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),No. of Shareholders,66315,,,,74386,,,,64823,,,,57403,,,25679,26250,28087,34416,44722
,,,,,,,,,,,,,,,,,,,,,
