Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,109,,,,233,,,,37,,,,261,69,94,201,139,84,183
Cash Flows,Cash from Investing Activity,-106,,,,-255,,,,-115,,,,-92,-6,-42,-164,-216,-104,-72
Cash Flows,Cash from Financing Activity,-19,,,,21,,,,48,,,,-138,-64,-50,-35,58,35,-80
Cash Flows,Net Cash Flow,-15,,,,-2,,,,-29,,,,31,-1,2,2,-19,15,30
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,67,,,,50,,,,59,,,,47,42,53,44,51,49,65
Ratios,Inventory Days,45,,,,34,,,,42,,,,64,45,47,47,52,42,81
Ratios,Days Payable,87,,,,76,,,,79,,,,98,77,83,75,92,89,124
Ratios,Cash Conversion Cycle,25,,,,8,,,,21,,,,13,10,17,16,11,3,21
Ratios,Working Capital Days,34,,,,15,,,,26,,,,33,8,21,19,20,3,20
Ratios,ROCE %,33%,,,,21%,,,,5%,,,,11%,,34%,45%,29%,5%,29%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,68.74%,68.73%,68.73%,68.73%,68.73%,68.73%,68.74%,68.74%,68.74%,68.74%,68.74%,68.74%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,3.44%,3.45%,3.56%,3.71%,3.81%,3.74%,3.42%,3.00%,2.50%,2.73%,2.79%,3.09%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,1.97%,2.05%,2.03%,1.95%,1.69%,1.80%,1.79%,1.79%,2.16%,2.70%,2.64%,1.44%,,,,,,
Shareholding Pattern (Quarterly),Public,,25.86%,25.75%,25.69%,25.61%,25.78%,25.74%,26.05%,26.47%,26.61%,25.84%,25.82%,26.73%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,36183,38026,37010,36501,36625,37086,37398,37726,36045,34809,33619,33901,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,68.74%,,,,68.73%,,,,68.74%,,,,68.74%,,72.22%,72.22%,68.90%,68.74%,68.74%
Shareholding Pattern (Yearly),FIIs,3.22%,,,,3.71%,,,,3.00%,,,,3.09%,,0.09%,1.83%,0.94%,0.32%,0.90%
Shareholding Pattern (Yearly),DIIs,1.86%,,,,1.95%,,,,1.79%,,,,1.44%,,0.11%,0.22%,5.29%,5.57%,3.05%
Shareholding Pattern (Yearly),Public,26.18%,,,,25.61%,,,,26.47%,,,,26.73%,,27.59%,25.73%,24.87%,25.37%,27.31%
Shareholding Pattern (Yearly),No. of Shareholders,36765,,,,36501,,,,37726,,,,33901,,29579,29957,32011,29899,29275
,,,,,,,,,,,,,,,,,,,,
