Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2014,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,Reserves,641,,,,786,,,,823,,,,842,224,377,420,514
Balance Sheet,Borrowings,158,,,,61,,,,103,,,,120,212,392,298,162
Balance Sheet,Other Liabilities,205,,,,182,,,,170,,,,163,149,147,141,181
Balance Sheet,Total Liabilities,1048,,,,1074,,,,1140,,,,1170,608,961,904,901
Balance Sheet,Fixed Assets,325,,,,337,,,,330,,,,328,257,356,340,322
Balance Sheet,CWIP,2,,,,7,,,,13,,,,10,2,9,10,2
Balance Sheet,Investments,0,,,,25,,,,156,,,,245,0,0,0,1
Balance Sheet,Other Assets,721,,,,705,,,,641,,,,587,349,597,554,575
Balance Sheet,Total Assets,1048,,,,1074,,,,1140,,,,1170,608,961,904,901
,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,85,,,,253,,,,200,,,,182,,-6,133,153
Cash Flows,Cash from Investing Activity,-32,,,,-53,,,,-160,,,,-106,,-113,-8,-17
Cash Flows,Cash from Financing Activity,-49,,,,-175,,,,-59,,,,-62,,125,-123,-141
Cash Flows,Net Cash Flow,3,,,,25,,,,-20,,,,14,,6,2,-6
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,58,,,,42,,,,43,,,,43,37,50,49,68
Ratios,Inventory Days,417,,,,352,,,,376,,,,397,250,363,398,359
Ratios,Days Payable,81,,,,53,,,,73,,,,94,0,68,58,93
Ratios,Cash Conversion Cycle,393,,,,340,,,,346,,,,346,288,345,389,333
Ratios,Working Capital Days,160,,,,140,,,,156,,,,249,99,158,170,169
Ratios,ROCE %,30%,,,,32%,,,,18%,,,,12%,,,11%,17%
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,,,65.79%,65.79%,65.66%,65.66%,65.66%,65.66%,65.66%,65.66%,65.66%,65.66%,,,,
Shareholding Pattern (Quarterly),FIIs,,,,7.49%,6.63%,5.48%,3.33%,2.30%,2.28%,2.32%,1.78%,1.81%,2.18%,,,,
Shareholding Pattern (Quarterly),DIIs,,,,9.27%,10.90%,10.87%,11.04%,9.70%,9.29%,8.92%,8.47%,7.84%,6.29%,,,,
Shareholding Pattern (Quarterly),Public,,,,15.48%,15.10%,16.46%,19.04%,21.51%,21.95%,22.27%,23.75%,24.43%,25.75%,,,,
Shareholding Pattern (Quarterly),Others,,,,1.98%,1.57%,1.53%,0.94%,0.84%,0.83%,0.83%,0.34%,0.26%,0.13%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,,,127797,98419,87989,81921,86897,86556,85883,85332,84691,82582,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,,65.79%,,,,65.66%,,,,65.66%,,,,
Shareholding Pattern (Yearly),FIIs,,,,,6.63%,,,,2.28%,,,,2.18%,,,,
Shareholding Pattern (Yearly),DIIs,,,,,10.90%,,,,9.29%,,,,6.29%,,,,
Shareholding Pattern (Yearly),Public,,,,,15.10%,,,,21.95%,,,,25.75%,,,,
Shareholding Pattern (Yearly),Others,,,,,1.57%,,,,0.83%,,,,0.13%,,,,
Shareholding Pattern (Yearly),No. of Shareholders,,,,,98419,,,,86556,,,,82582,,,,
,,,,,,,,,,,,,,,,,,
