Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,Other Liabilities,3329,,,,3747,,,,3819,,,,4011,1679,2189,2353,2467,2739,2553,3079
Balance Sheet,Total Liabilities,9587,,,,10927,,,,11692,,,,12651,6915,6069,6375,6662,7158,7925,8539
Balance Sheet,Fixed Assets,6631,,,,7338,,,,7763,,,,8223,4487,4673,4903,5094,5290,5585,6040
Balance Sheet,CWIP,992,,,,983,,,,918,,,,824,357,468,506,478,489,569,731
Balance Sheet,Investments,52,,,,63,,,,168,,,,172,1118,144,92,41,42,43,48
Balance Sheet,Other Assets,1912,,,,2544,,,,2842,,,,3433,953,784,875,1049,1337,1728,1719
Balance Sheet,Total Assets,9587,,,,10927,,,,11692,,,,12651,6915,6069,6375,6662,7158,7925,8539
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,1662,,,,2375,,,,1634,,,,1806,1094,637,701,785,964,1420,1659
Cash Flows,Cash from Investing Activity,-1294,,,,-1039,,,,-879,,,,-1921,-365,375,-458,-430,-612,-466,-614
Cash Flows,Cash from Financing Activity,-628,,,,-678,,,,-514,,,,-474,-563,-1224,-251,-273,-349,-502,-1318
Cash Flows,Net Cash Flow,-260,,,,658,,,,241,,,,-589,166,-212,-9,82,3,451,-273
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,21,,,,22,,,,24,,,,23,15,18,25,23,24,18,29
Ratios,Inventory Days,,,,,,,,,,,,,2,2,3,4,4,4,2,3
Ratios,Days Payable,,,,,,,,,,,,,20,21,19,30,23,21,16,23
Ratios,Cash Conversion Cycle,21,,,,22,,,,24,,,,4,-4,2,-1,4,7,4,8
Ratios,Working Capital Days,-23,,,,-32,,,,-34,,,,-7,-81,-85,-67,-55,-45,-38,-43
Ratios,ROCE %,31%,,,,31%,,,,20%,,,,19%,,12%,13%,17%,19%,29%,34%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,60.89%,60.89%,60.89%,60.89%,60.89%,60.89%,60.89%,60.89%,60.89%,60.89%,60.89%,60.89%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,5.18%,5.03%,5.17%,4.67%,4.47%,3.80%,3.34%,3.72%,4.31%,4.51%,4.53%,3.97%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,10.01%,13.03%,12.55%,13.28%,13.28%,13.09%,13.98%,15.04%,14.75%,14.38%,14.21%,14.81%,,,,,,,
Shareholding Pattern (Quarterly),Government,,0.00%,7.08%,7.01%,7.01%,7.01%,7.01%,7.01%,7.01%,7.01%,7.01%,7.01%,7.01%,,,,,,,
Shareholding Pattern (Quarterly),Public,,23.91%,13.96%,14.38%,14.15%,14.34%,15.20%,14.78%,13.32%,13.04%,13.20%,13.35%,13.33%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,196557,191278,185090,180747,184281,211378,213432,178664,174549,172026,178067,180178,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,60.89%,,,,60.89%,,,,60.89%,,,,60.89%,,,60.89%,50.41%,60.89%,60.89%,60.89%
Shareholding Pattern (Yearly),FIIs,5.98%,,,,4.67%,,,,3.72%,,,,3.97%,,,15.37%,14.22%,12.79%,9.83%,8.64%
Shareholding Pattern (Yearly),DIIs,9.53%,,,,13.28%,,,,15.04%,,,,14.81%,,,2.31%,2.69%,3.94%,7.03%,7.38%
Shareholding Pattern (Yearly),Government,0.00%,,,,7.01%,,,,7.01%,,,,7.01%,,,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,23.60%,,,,14.15%,,,,13.32%,,,,13.33%,,,21.43%,32.69%,22.38%,22.24%,23.09%
Shareholding Pattern (Yearly),No. of Shareholders,186495,,,,180747,,,,178664,,,,180178,,,26710,29718,33741,67310,87044
,,,,,,,,,,,,,,,,,,,,,
