Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Ratios,Cash Conversion Cycle,117,,,,99,,,,89,,,,115,75,86,119,95,49,66,121
Ratios,Working Capital Days,102,,,,87,,,,77,,,,96,70,71,103,92,52,81,118
Ratios,ROCE %,24%,,,,26%,,,,27%,,,,21%,,28%,23%,23%,29%,28%,21%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,38.02%,37.99%,37.32%,37.21%,37.10%,37.08%,37.08%,37.08%,37.08%,37.06%,35.01%,35.01%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,26.46%,26.96%,26.83%,27.37%,27.67%,29.57%,30.95%,31.00%,30.75%,31.11%,29.75%,25.83%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,19.49%,18.09%,19.09%,19.55%,19.55%,17.64%,16.05%,16.30%,16.56%,16.01%,20.72%,23.51%,,,,,,,
Shareholding Pattern (Quarterly),Public,,16.03%,16.97%,16.74%,15.88%,15.68%,15.70%,15.91%,15.60%,15.60%,15.82%,14.52%,15.65%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,93152,98128,97661,98021,108749,125713,130692,129055,155514,165905,166067,197844,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,38.02%,,,,37.21%,,,,37.08%,,,,35.01%,,,46.59%,46.26%,45.93%,40.50%,40.34%
Shareholding Pattern (Yearly),FIIs,25.22%,,,,27.37%,,,,31.00%,,,,25.83%,,,4.18%,7.75%,10.84%,15.30%,18.49%
Shareholding Pattern (Yearly),DIIs,21.58%,,,,19.55%,,,,16.30%,,,,23.51%,,,18.79%,12.50%,19.10%,24.71%,24.14%
Shareholding Pattern (Yearly),Public,15.17%,,,,15.88%,,,,15.60%,,,,15.65%,,,30.44%,33.49%,24.14%,19.49%,17.03%
Shareholding Pattern (Yearly),No. of Shareholders,84286,,,,98021,,,,129055,,,,197844,,,24396,43828,42579,53958,57417
,,,,,,,,,,,,,,,,,,,,,
