Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2015
Ratios,Working Capital Days,-59,,,,-50,,,,-52,,,,-51,52,5,-12,-89,
Ratios,ROCE %,25%,,,,21%,,,,21%,,,,17%,,24%,34%,31%,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,74.80%,74.80%,74.80%,74.80%,74.80%,74.80%,74.80%,74.80%,74.80%,74.80%,74.80%,74.80%,,,,,
Shareholding Pattern (Quarterly),FIIs,,17.55%,17.44%,17.25%,16.32%,14.08%,13.94%,13.06%,13.13%,12.96%,13.07%,13.06%,13.22%,,,,,
Shareholding Pattern (Quarterly),DIIs,,5.60%,5.82%,6.09%,6.14%,6.15%,6.15%,6.14%,6.12%,6.15%,6.13%,6.27%,6.23%,,,,,
Shareholding Pattern (Quarterly),Public,,2.05%,1.94%,1.85%,2.75%,4.97%,5.11%,5.98%,5.93%,6.08%,5.99%,5.85%,5.74%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,137841,142697,136022,301530,482919,494186,653417,631022,655643,625899,643039,641091,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,74.80%,,,,74.80%,,,,74.80%,,,,74.80%,,74.80%,74.80%,74.80%,74.80%
Shareholding Pattern (Yearly),FIIs,17.83%,,,,16.32%,,,,13.13%,,,,13.22%,,21.60%,20.36%,19.12%,13.22%
Shareholding Pattern (Yearly),DIIs,5.19%,,,,6.14%,,,,6.12%,,,,6.23%,,0.48%,0.33%,2.16%,6.23%
Shareholding Pattern (Yearly),Public,2.18%,,,,2.75%,,,,5.93%,,,,5.74%,,3.11%,4.51%,3.92%,5.74%
Shareholding Pattern (Yearly),No. of Shareholders,130747,,,,301530,,,,631022,,,,641091,,74199,108758,162555,641091
,,,,,,,,,,,,,,,,,,,
