Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2006,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,Other Assets,516,,,,554,,,,543,,,,766,518,202,236,248,325,356,368
Balance Sheet,Total Assets,743,,,,817,,,,837,,,,1426,546,424,513,556,645,636,582
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,57,,,,75,,,,136,,,,14,-4,47,80,56,-0,51,97
Cash Flows,Cash from Investing Activity,-2,,,,-18,,,,-10,,,,-184,-12,10,-9,-14,3,46,62
Cash Flows,Cash from Financing Activity,-32,,,,-52,,,,-66,,,,-20,496,-79,-27,-46,-11,-70,-85
Cash Flows,Net Cash Flow,23,,,,5,,,,59,,,,-191,480,-22,43,-4,-8,26,74
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,103,,,,80,,,,86,,,,114,55,90,83,96,129,118,158
Ratios,Inventory Days,376,,,,493,,,,123,,,,173,179,156,128,146,262,267,168
Ratios,Days Payable,178,,,,143,,,,65,,,,83,93,131,99,120,141,148,122
Ratios,Cash Conversion Cycle,301,,,,430,,,,144,,,,204,142,114,112,121,250,237,205
Ratios,Working Capital Days,72,,,,73,,,,73,,,,180,-1933,75,51,62,111,122,116
Ratios,ROCE %,19%,,,,26%,,,,31%,,,,22%,,,30%,26%,26%,20%,6%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,74.25%,74.25%,74.25%,74.26%,74.26%,74.26%,74.26%,74.26%,74.26%,74.26%,74.26%,74.28%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,1.87%,3.95%,3.48%,2.44%,2.62%,2.60%,2.53%,2.10%,2.80%,2.81%,2.05%,2.39%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,5.90%,5.60%,5.76%,5.95%,6.53%,7.99%,8.61%,8.85%,6.91%,6.83%,7.20%,7.76%,,,,,,,
Shareholding Pattern (Quarterly),Public,,17.98%,16.21%,16.51%,17.34%,16.58%,15.14%,14.59%,14.80%,16.03%,16.10%,16.48%,15.59%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,25406,25662,35083,30942,29342,30263,32016,33372,33495,34814,36514,35786,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,74.25%,,,,74.26%,,,,74.26%,,,,74.28%,,,74.21%,74.25%,74.25%,74.25%,74.25%
Shareholding Pattern (Yearly),FIIs,1.66%,,,,2.44%,,,,2.10%,,,,2.39%,,,12.96%,11.93%,9.48%,9.48%,9.46%
Shareholding Pattern (Yearly),DIIs,6.01%,,,,5.95%,,,,8.85%,,,,7.76%,,,8.71%,9.36%,11.91%,11.69%,11.76%
Shareholding Pattern (Yearly),Public,18.08%,,,,17.34%,,,,14.80%,,,,15.59%,,,4.12%,4.46%,4.36%,4.58%,4.53%
Shareholding Pattern (Yearly),No. of Shareholders,29026,,,,30942,,,,33372,,,,35786,,,4019,5001,5101,5176,5792
,,,,,,,,,,,,,,,,,,,,,
