Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Profit & Loss,Interest,2,,,,1,,,,2,,,,2,9,4,1,1,2,1
Profit & Loss,Depreciation,39,,,,46,,,,44,,,,47,58,48,44,41,39,39
Profit & Loss,Profit before tax,787,,,,649,,,,864,,,,922,416,504,549,610,512,631
Profit & Loss,Tax %,24%,,,,22%,,,,25%,,,,24%,21%,21%,40%,33%,24%,27%
Profit & Loss,Net Profit,599,,,,504,,,,652,,,,701,329,400,330,407,391,461
Profit & Loss,EPS in Rs,39.18,,,,32.97,,,,42.61,,,,45.82,21.49,26.17,21.58,26.64,25.57,30.17
Profit & Loss,Dividend Payout %,15%,,,,21%,,,,19%,,,,17%,14%,11%,19%,17%,22%,18%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,31,,,,31,,,,31,,,,31,31,31,31,31,31,31
Balance Sheet,Reserves,3891,,,,4340,,,,4915,,,,5465,1745,2110,2398,2706,2973,3384
Balance Sheet,Borrowings,9,,,,14,,,,18,,,,20,51,1,1,1,8,7
Balance Sheet,Other Liabilities,563,,,,596,,,,671,,,,771,272,297,354,417,395,464
Balance Sheet,Total Liabilities,4494,,,,4980,,,,5635,,,,6287,2099,2440,2784,3154,3407,3886
Balance Sheet,Fixed Assets,380,,,,435,,,,444,,,,584,432,415,409,404,387,394
Balance Sheet,CWIP,87,,,,21,,,,168,,,,210,3,8,5,10,27,26
Balance Sheet,Investments,2014,,,,2610,,,,3584,,,,3986,881,1159,1523,1767,1121,1571
Balance Sheet,Other Assets,2013,,,,1915,,,,1439,,,,1507,783,857,847,973,1872,1894
Balance Sheet,Total Assets,4494,,,,4980,,,,5635,,,,6287,2099,2440,2784,3154,3407,3886
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,473,,,,356,,,,577,,,,207,339,213,236,154,309,114
Cash Flows,Cash from Investing Activity,-378,,,,-225,,,,-440,,,,-82,-195,-126,-134,-110,587,-859
Cash Flows,Cash from Financing Activity,-87,,,,-97,,,,-112,,,,-128,-64,-75,-57,-75,-86,-86
Cash Flows,Net Cash Flow,8,,,,35,,,,26,,,,-3,81,11,44,-30,810,-831
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,17,,,,18,,,,13,,,,17,19,19,23,25,24,23
Ratios,Inventory Days,80,,,,69,,,,53,,,,61,70,98,90,95,104,134
Ratios,Days Payable,23,,,,21,,,,22,,,,21,19,40,32,34,28,31
Ratios,Cash Conversion Cycle,74,,,,66,,,,45,,,,57,70,76,80,86,100,126
Ratios,Working Capital Days,159,,,,120,,,,68,,,,225,45,52,60,73,83,202
Ratios,ROCE %,21%,,,,16%,,,,19%,,,,18%,,26%,24%,24%,18%,20%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,35.92%,35.92%,35.92%,35.92%,35.92%,35.92%,35.92%,35.92%,35.86%,35.86%,35.86%,35.86%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,9.25%,9.74%,10.22%,10.78%,11.25%,11.77%,11.06%,11.58%,11.64%,11.32%,10.99%,10.57%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,15.28%,18.31%,18.10%,17.03%,15.56%,15.58%,15.93%,15.87%,16.83%,16.73%,16.25%,16.07%,,,,,,
Shareholding Pattern (Quarterly),Public,,39.56%,36.04%,35.77%,36.28%,37.27%,36.73%,37.09%,36.65%,35.66%,36.10%,36.91%,37.50%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,97012,99808,94652,100123,125344,128513,125351,128440,112071,124788,137311,157533,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,35.92%,,,,35.92%,,,,35.92%,,,,35.86%,,37.33%,37.33%,37.33%,35.92%,35.92%
Shareholding Pattern (Yearly),FIIs,9.36%,,,,10.78%,,,,11.58%,,,,10.57%,,6.43%,6.86%,6.71%,7.48%,8.36%
Shareholding Pattern (Yearly),DIIs,15.73%,,,,17.03%,,,,15.87%,,,,16.07%,,19.83%,20.90%,20.33%,19.20%,18.11%
Shareholding Pattern (Yearly),Public,39.00%,,,,36.28%,,,,36.65%,,,,37.50%,,36.42%,34.92%,35.64%,37.41%,37.61%
Shareholding Pattern (Yearly),No. of Shareholders,90842,,,,100123,,,,128440,,,,157533,,39269,42960,46286,47732,65576
,,,,,,,,,,,,,,,,,,,,
