Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021
Profit & Loss,Profit before tax,6.61,,,,6.43,,,,5.65,,,,3.27,10.56,9.64,4.10
Profit & Loss,Tax %,29.65%,,,,43.70%,,,,41.06%,,,,59.33%,29.64%,32.68%,37.07%
Profit & Loss,Net Profit,4.65,,,,3.62,,,,3.33,,,,1.33,7.42,6.49,2.58
Profit & Loss,EPS in Rs,4.72,,,,3.94,,,,2.79,,,,0.95,7.87,6.89,2.90
Profit & Loss,Dividend Payout %,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,6.35%,0.00%,0.00%
,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,10.15,,,,10.16,,,,12.82,,,,13.81,9.42,9.42,9.47
Balance Sheet,Reserves,74.55,,,,93.51,,,,113.27,,,,154.96,51.36,57.34,60.29
Balance Sheet,Borrowings,35.41,,,,48.09,,,,38.50,,,,41.92,15.79,28.13,36.59
Balance Sheet,Other Liabilities,13.41,,,,11.08,,,,30.22,,,,37.20,8.44,12.41,14.08
Balance Sheet,Total Liabilities,133.52,,,,162.84,,,,194.81,,,,247.89,85.01,107.30,120.43
Balance Sheet,Fixed Assets,31.99,,,,42.67,,,,50.09,,,,84.15,8.82,10.93,24.67
Balance Sheet,CWIP,3.78,,,,5.05,,,,16.66,,,,0.00,5.11,6.06,3.08
Balance Sheet,Investments,5.62,,,,11.72,,,,15.40,,,,9.71,10.93,8.56,5.14
Balance Sheet,Other Assets,92.13,,,,103.40,,,,112.66,,,,154.03,60.15,81.75,87.54
Balance Sheet,Total Assets,133.52,,,,162.84,,,,194.81,,,,247.89,85.01,107.30,120.43
,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,11.60,,,,7.41,,,,18.70,,,,27.96,3.63,-6.28,5.47
Cash Flows,Cash from Investing Activity,-16.39,,,,-24.85,,,,-22.16,,,,-63.98,-18.55,-5.37,-6.51
Cash Flows,Cash from Financing Activity,5.16,,,,17.55,,,,4.01,,,,37.25,15.04,10.41,1.17
Cash Flows,Net Cash Flow,0.37,,,,0.11,,,,0.55,,,,1.22,0.12,-1.24,0.13
,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,184.72,,,,145.94,,,,212.15,,,,167.00,109.45,226.68,293.00
Ratios,Inventory Days,0.00,,,,0.00,,,,0.00,,,,27.13,0.00,0.00,0.00
Ratios,Days Payable,,,,,,,,,,,,,450.50,,,
Ratios,Cash Conversion Cycle,184.72,,,,145.94,,,,212.15,,,,-256.37,109.45,226.68,293.00
Ratios,Working Capital Days,396.51,,,,410.71,,,,306.76,,,,257.17,213.32,348.81,523.75
Ratios,ROCE %,8.41%,,,,7.67%,,,,6.40%,,,,4.38%,,13.40%,7.33%
,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,40.45%,40.46%,40.45%,40.44%,40.44%,40.44%,32.05%,32.05%,20.35%,20.35%,18.89%,18.89%,,,
Shareholding Pattern (Quarterly),FIIs,,0.09%,0.09%,0.09%,0.09%,0.09%,0.09%,0.08%,0.08%,0.07%,0.07%,0.07%,0.07%,,,
Shareholding Pattern (Quarterly),DIIs,,0.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
Shareholding Pattern (Quarterly),Public,,59.26%,59.45%,59.46%,59.45%,59.45%,59.46%,67.87%,67.89%,79.58%,79.58%,81.03%,81.04%,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,667,700,722,813,2137,1993,2644,2155,2122,2556,2885,2711,,,
,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,40.45%,,,,40.44%,,,,32.05%,,,,18.89%,42.98%,43.15%,43.39%
Shareholding Pattern (Yearly),FIIs,0.09%,,,,0.09%,,,,0.08%,,,,0.07%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.87%,,,,0.00%,,,,0.00%,,,,0.00%,17.96%,16.11%,2.55%
Shareholding Pattern (Yearly),Public,58.59%,,,,59.45%,,,,67.89%,,,,81.04%,39.05%,40.74%,54.05%
Shareholding Pattern (Yearly),No. of Shareholders,458,,,,813,,,,2155,,,,2711,556,460,270
,,,,,,,,,,,,,,,,,
