Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021,Mar 2017,Mar 2018
Balance Sheet,Other Assets,399,,,,570,,,,839,,,,642,52,44,160,,
Balance Sheet,Total Assets,472,,,,671,,,,921,,,,699,54,48,186,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-185,,,,-151,,,,-212,,,,212,2,13,-80,,
Cash Flows,Cash from Investing Activity,-73,,,,-66,,,,30,,,,-28,2,-4,-34,,
Cash Flows,Cash from Financing Activity,284,,,,197,,,,245,,,,-246,-3,-11,145,,
Cash Flows,Net Cash Flow,26,,,,-21,,,,63,,,,-62,1,-2,31,,
,,,,,,,,,,,,,,,,,,,
Ratios,ROE %,3%,,,,0%,,,,5%,,,,-32%,,14%,2%,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,67.00%,65.34%,60.25%,58.44%,53.57%,50.77%,46.84%,47.38%,42.14%,36.87%,37.22%,35.76%,,,,,
Shareholding Pattern (Quarterly),FIIs,,3.43%,3.06%,8.45%,8.45%,8.57%,8.13%,8.43%,9.70%,10.70%,8.42%,8.08%,6.18%,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.08%,0.07%,0.07%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,1.07%,1.07%,0.94%,,,,,
Shareholding Pattern (Quarterly),Public,,29.49%,31.53%,31.24%,33.04%,37.86%,41.10%,44.72%,42.92%,47.16%,53.66%,53.65%,57.12%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,7980,10543,10028,10487,9842,11970,14578,17193,18727,25061,26528,28832,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,65.14%,,,,58.44%,,,,47.38%,,,,35.76%,52.09%,56.87%,61.36%,4.51%,4.51%
Shareholding Pattern (Yearly),FIIs,2.83%,,,,8.45%,,,,9.70%,,,,6.18%,0.00%,0.00%,1.86%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.09%,,,,0.07%,,,,0.00%,,,,0.94%,0.00%,0.00%,0.49%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,31.94%,,,,33.04%,,,,42.92%,,,,57.12%,47.91%,43.13%,36.29%,95.49%,95.49%
Shareholding Pattern (Yearly),No. of Shareholders,5549,,,,10487,,,,17193,,,,28832,622,598,1194,543,556
,,,,,,,,,,,,,,,,,,,
