Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Shareholding Pattern (Quarterly),FIIs,,10.96%,9.93%,10.00%,9.37%,8.70%,8.12%,8.34%,8.33%,8.68%,9.85%,10.26%,11.02%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,10.48%,11.76%,12.02%,12.66%,13.73%,14.64%,14.61%,14.72%,14.55%,13.30%,12.99%,11.75%,,,,,,,
Shareholding Pattern (Quarterly),Public,,5.20%,4.96%,4.62%,4.61%,4.21%,3.87%,3.72%,3.59%,3.41%,3.50%,3.38%,3.87%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,259911,291646,266217,272148,246597,217233,203284,194951,182990,298304,304528,305672,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,73.37%,,,,73.35%,,,,73.35%,,,,73.35%,,,73.71%,73.61%,73.49%,73.43%,73.40%
Shareholding Pattern (Yearly),FIIs,12.13%,,,,9.37%,,,,8.33%,,,,11.02%,,,13.55%,11.10%,12.35%,14.37%,15.99%
Shareholding Pattern (Yearly),DIIs,9.67%,,,,12.66%,,,,14.72%,,,,11.75%,,,8.11%,10.81%,9.83%,7.09%,6.60%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,,0.00%,0.10%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,4.83%,,,,4.61%,,,,3.59%,,,,3.87%,,,4.63%,4.38%,4.33%,5.12%,4.02%
Shareholding Pattern (Yearly),No. of Shareholders,242216,,,,272148,,,,194951,,,,305672,,,40273,49608,46455,67539,160789
,,,,,,,,,,,,,,,,,,,,,
