Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Cash Flows,Cash from Investing Activity,-45,,,,-283,,,,-397,,,,-127,-150,-103,-229,-260,-289,-598,-66
Cash Flows,Cash from Financing Activity,-163,,,,-132,,,,-59,,,,-392,159,18,111,149,113,457,111
Cash Flows,Net Cash Flow,-73,,,,-31,,,,10,,,,22,-42,-16,4,3,10,9,87
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,26,,,,23,,,,24,,,,22,23,24,28,40,56,27,45
Ratios,Inventory Days,112,,,,,,,,,,,,66,62,62,57,49,48,57,154
Ratios,Days Payable,807,,,,,,,,,,,,295,429,599,692,739,768,584,1648
Ratios,Cash Conversion Cycle,-668,,,,23,,,,24,,,,-206,-344,-513,-608,-650,-664,-500,-1450
Ratios,Working Capital Days,-30,,,,-12,,,,0,,,,23,-61,-100,-113,-81,-102,-77,-42
Ratios,ROCE %,1%,,,,10%,,,,11%,,,,13%,,3%,4%,5%,5%,5%,-1%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,23.93%,23.61%,23.62%,23.62%,23.60%,23.28%,23.21%,22.87%,22.80%,22.77%,22.77%,22.50%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,27.90%,27.46%,26.81%,24.47%,25.48%,24.82%,22.82%,27.09%,27.61%,21.75%,20.01%,20.89%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,11.42%,10.73%,10.14%,10.64%,10.38%,13.41%,15.00%,15.35%,15.20%,18.91%,20.80%,19.68%,,,,,,,
Shareholding Pattern (Quarterly),Public,,36.63%,38.11%,39.35%,41.20%,40.46%,38.41%,38.90%,34.62%,34.34%,36.51%,36.37%,36.87%,,,,,,,
Shareholding Pattern (Quarterly),Others,,0.12%,0.10%,0.09%,0.08%,0.08%,0.07%,0.07%,0.06%,0.06%,0.06%,0.05%,0.05%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,184935,195818,224156,244336,258070,281003,298123,325800,330910,357968,355134,367528,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,23.95%,,,,23.62%,,,,22.87%,,,,22.50%,,,,,30.89%,31.24%,25.88%
Shareholding Pattern (Yearly),FIIs,28.72%,,,,24.47%,,,,27.09%,,,,20.89%,,,,,13.50%,23.46%,22.83%
Shareholding Pattern (Yearly),DIIs,12.16%,,,,10.64%,,,,15.35%,,,,19.68%,,,,,8.95%,17.11%,15.34%
Shareholding Pattern (Yearly),Public,34.99%,,,,41.20%,,,,34.62%,,,,36.87%,,,,,46.28%,27.95%,35.72%
Shareholding Pattern (Yearly),Others,0.18%,,,,0.08%,,,,0.06%,,,,0.05%,,,,,0.37%,0.24%,0.23%
Shareholding Pattern (Yearly),No. of Shareholders,172459,,,,244336,,,,325800,,,,367528,,,,,19479,35466,96628
,,,,,,,,,,,,,,,,,,,,,
