Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Cash Flows,Net Cash Flow,9,,,,9,,,,27,,,,-11,3,2,-1,29,-7,-23,23
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,1,,,,3,,,,1,,,,1,1,0,1,1,0,1,1
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,1,,,,3,,,,1,,,,1,1,0,1,1,0,1,1
Ratios,Working Capital Days,-284,,,,-300,,,,-308,,,,-302,-272,-241,-243,-260,-277,-258,-240
Ratios,ROCE %,22%,,,,19%,,,,24%,,,,34%,,,,,,84%,39%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,49.22%,49.22%,49.22%,49.22%,49.22%,49.21%,49.21%,49.21%,49.21%,49.21%,49.17%,49.17%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,23.59%,25.00%,25.38%,26.60%,26.76%,27.33%,24.16%,23.08%,23.37%,23.86%,21.06%,18.95%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,4.96%,5.24%,5.81%,5.62%,5.62%,5.46%,8.23%,10.60%,11.81%,12.10%,13.85%,15.49%,,,,,,,
Shareholding Pattern (Quarterly),Public,,21.50%,20.33%,19.46%,18.45%,18.27%,17.87%,18.30%,17.08%,15.56%,14.78%,15.83%,16.34%,,,,,,,
Shareholding Pattern (Quarterly),Others,,0.72%,0.21%,0.15%,0.12%,0.12%,0.11%,0.08%,0.05%,0.05%,0.04%,0.09%,0.05%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,241409,214640,195249,177654,165627,171470,171361,161823,159877,148435,168357,168138,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,49.52%,,,,49.22%,,,,49.21%,,,,49.17%,,,,,,52.34%,49.85%
Shareholding Pattern (Yearly),FIIs,23.93%,,,,26.60%,,,,23.08%,,,,18.95%,,,,,,12.24%,27.53%
Shareholding Pattern (Yearly),DIIs,5.46%,,,,5.62%,,,,10.60%,,,,15.49%,,,,,,3.08%,4.52%
Shareholding Pattern (Yearly),Public,21.05%,,,,18.45%,,,,17.08%,,,,16.34%,,,,,,32.19%,17.94%
Shareholding Pattern (Yearly),Others,0.04%,,,,0.12%,,,,0.05%,,,,0.05%,,,,,,0.15%,0.16%
Shareholding Pattern (Yearly),No. of Shareholders,210173,,,,177654,,,,161823,,,,168138,,,,,,18007,94678
,,,,,,,,,,,,,,,,,,,,,
