Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,86,,,,83,,,,92,,,,97,112,115,136,144,150,120
Ratios,Inventory Days,111,,,,106,,,,85,,,,79,60,76,68,64,77,120
Ratios,Days Payable,137,,,,195,,,,206,,,,50,66,84,100,85,100,117
Ratios,Cash Conversion Cycle,60,,,,-6,,,,-30,,,,127,106,107,104,123,127,124
Ratios,Working Capital Days,27,,,,42,,,,15,,,,44,60,41,71,84,67,66
Ratios,ROCE %,12%,,,,18%,,,,13%,,,,12%,,15%,19%,17%,7%,12%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,62.96%,62.91%,62.89%,62.86%,62.85%,62.85%,62.85%,62.80%,62.78%,62.76%,62.72%,62.72%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,10.51%,10.81%,11.26%,11.22%,10.92%,10.49%,10.41%,10.18%,7.93%,8.23%,7.82%,7.79%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,12.41%,12.30%,12.23%,12.39%,11.96%,12.06%,12.11%,12.61%,14.75%,15.59%,15.91%,15.79%,,,,,,
Shareholding Pattern (Quarterly),Public,,14.12%,13.98%,13.62%,13.51%,14.26%,14.60%,14.62%,14.41%,14.53%,13.41%,13.54%,13.70%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,72573,70319,66018,63059,60389,63101,65600,63094,59460,61774,65279,68263,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,62.98%,,,,62.86%,,,,62.80%,,,,62.72%,,63.40%,62.94%,62.71%,63.17%,63.16%
Shareholding Pattern (Yearly),FIIs,10.64%,,,,11.22%,,,,10.18%,,,,7.79%,,7.55%,9.72%,5.70%,7.96%,12.42%
Shareholding Pattern (Yearly),DIIs,12.04%,,,,12.39%,,,,12.61%,,,,15.79%,,6.80%,5.60%,8.68%,12.45%,10.47%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,0.00%,0.22%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,14.35%,,,,13.51%,,,,14.41%,,,,13.70%,,22.25%,21.53%,22.91%,16.41%,13.95%
Shareholding Pattern (Yearly),No. of Shareholders,71897,,,,63059,,,,63094,,,,68263,,30707,30462,42902,42179,51194
,,,,,,,,,,,,,,,,,,,,
