Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,Equity Capital,170,,,,170,,,,170,,,,170,148,148,148,148
Balance Sheet,Reserves,963,,,,1030,,,,1107,,,,1185,790,832,756,689
Balance Sheet,Borrowings,545,,,,644,,,,656,,,,655,807,846,739,729
Balance Sheet,Other Liabilities,1950,,,,1791,,,,1842,,,,1928,1540,1528,1759,1717
Balance Sheet,Total Liabilities,3628,,,,3634,,,,3775,,,,3939,3285,3353,3403,3284
Balance Sheet,Fixed Assets,82,,,,81,,,,86,,,,82,30,60,81,76
Balance Sheet,CWIP,0,,,,0,,,,0,,,,0,0,8,0,0
Balance Sheet,Investments,39,,,,121,,,,121,,,,187,346,296,99,46
Balance Sheet,Other Assets,3507,,,,3432,,,,3568,,,,3670,2909,2989,3223,3162
Balance Sheet,Total Assets,3628,,,,3634,,,,3775,,,,3939,3285,3353,3403,3284
,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,124,,,,5,,,,221,,,,154,-297,-179,129,148
Cash Flows,Cash from Investing Activity,30,,,,-30,,,,-34,,,,-48,203,172,100,7
Cash Flows,Cash from Financing Activity,-100,,,,-9,,,,-108,,,,-128,122,-7,-227,-119
Cash Flows,Net Cash Flow,54,,,,-33,,,,79,,,,-22,28,-14,2,36
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,91,,,,43,,,,32,,,,42,156,121,105,112
Ratios,Inventory Days,,,,,4839,,,,4052,,,,1819,,7272,7584,10012
Ratios,Days Payable,,,,,303,,,,254,,,,131,,520,511,716
Ratios,Cash Conversion Cycle,91,,,,4579,,,,3830,,,,1729,156,6873,7178,9409
Ratios,Working Capital Days,994,,,,715,,,,601,,,,700,978,581,699,900
Ratios,ROCE %,10%,,,,10%,,,,10%,,,,10%,,4%,2%,5%
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,28.00%,28.00%,28.00%,28.00%,27.99%,27.99%,27.99%,27.94%,27.94%,27.94%,27.94%,27.94%,,,,
Shareholding Pattern (Quarterly),FIIs,,5.02%,5.03%,4.69%,4.45%,4.51%,5.44%,6.67%,1.62%,1.07%,0.97%,1.41%,2.48%,,,,
Shareholding Pattern (Quarterly),DIIs,,43.32%,9.37%,9.44%,8.74%,6.43%,4.05%,3.60%,2.38%,3.23%,3.30%,1.60%,1.81%,,,,
Shareholding Pattern (Quarterly),Government,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.01%,,,,
Shareholding Pattern (Quarterly),Public,,23.65%,57.59%,57.87%,58.80%,61.05%,62.52%,61.72%,68.07%,67.77%,67.79%,69.04%,67.77%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,77975,70765,69219,67574,67966,73718,75395,79447,82678,84840,86625,87149,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,28.00%,,,,28.00%,,,,27.94%,,,,27.94%,,,,
Shareholding Pattern (Yearly),FIIs,6.25%,,,,4.45%,,,,1.62%,,,,2.48%,,,,
Shareholding Pattern (Yearly),DIIs,44.16%,,,,8.74%,,,,2.38%,,,,1.81%,,,,
Shareholding Pattern (Yearly),Government,0.00%,,,,0.00%,,,,0.00%,,,,0.01%,,,,
Shareholding Pattern (Yearly),Public,21.59%,,,,58.80%,,,,68.07%,,,,67.77%,,,,
Shareholding Pattern (Yearly),No. of Shareholders,76651,,,,67574,,,,79447,,,,87149,,,,
,,,,,,,,,,,,,,,,,,
