Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2020,Mar 2021
Balance Sheet,Investments,27.82,,,,34.16,,,,38.36,,,,35.06,7.48,9.09
Balance Sheet,Other Assets,243.09,,,,215.22,,,,208.03,,,,209.38,255.25,265.84
Balance Sheet,Total Assets,322.22,,,,293.86,,,,289.30,,,,285.55,316.37,318.05
,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,0.50,,,,7.39,,,,-8.64,,,,-8.04,6.95,4.03
Cash Flows,Cash from Investing Activity,7.82,,,,-8.11,,,,9.02,,,,11.23,-8.72,-5.64
Cash Flows,Cash from Financing Activity,-0.23,,,,-0.43,,,,-1.11,,,,-0.29,0.01,1.92
Cash Flows,Net Cash Flow,8.09,,,,-1.15,,,,-0.73,,,,2.90,-1.75,0.31
,,,,,,,,,,,,,,,,
Ratios,Debtor Days,121.67,,,,0.00,,,,0.00,,,,0.00,,365.00
Ratios,Inventory Days,617251.50,,,,,,,,,,,,,,
Ratios,Days Payable,50954.00,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,566419.17,,,,0.00,,,,0.00,,,,0.00,,365.00
Ratios,Working Capital Days,1839843.33,,,,4642.23,,,,92350.89,,,,110140.35,,1716412.50
Ratios,ROCE %,-0.16%,,,,1.70%,,,,-1.77%,,,,-1.27%,,-1.80%
,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,74.81%,74.80%,74.80%,74.80%,74.80%,74.80%,74.80%,74.80%,74.74%,74.74%,74.74%,74.74%,,
Shareholding Pattern (Quarterly),FIIs,,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.04%,0.04%,0.04%,0.04%,0.05%,0.04%,,
Shareholding Pattern (Quarterly),Public,,25.14%,25.14%,25.15%,25.14%,25.15%,25.14%,25.17%,25.15%,25.21%,25.20%,25.20%,25.21%,,
Shareholding Pattern (Quarterly),No. of Shareholders,,18031,17742,17007,16690,16415,16418,15852,15804,15452,16093,15506,15316,,
,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,73.59%,,,,74.80%,,,,74.80%,,,,74.74%,,73.59%
Shareholding Pattern (Yearly),FIIs,0.05%,,,,0.05%,,,,0.04%,,,,0.04%,,0.05%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,1.00%
Shareholding Pattern (Yearly),Public,26.36%,,,,25.14%,,,,25.15%,,,,25.21%,,25.36%
Shareholding Pattern (Yearly),No. of Shareholders,18235,,,,16690,,,,15804,,,,15316,,21452
,,,,,,,,,,,,,,,,
