Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021,Mar 2017,Mar 2018
Profit & Loss,Tax %,26%,,,,27%,,,,25%,,,,26%,34%,21%,26%,,
Profit & Loss,Net Profit,513,,,,731,,,,934,,,,945,483,661,647,,
Profit & Loss,EPS in Rs,30.01,,,,42.79,,,,51.05,,,,51.61,28.29,38.69,37.87,,
Profit & Loss,Dividend Payout %,15%,,,,14%,,,,19%,,,,20%,25%,28%,29%,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,17,,,,17,,,,18,,,,18,17,17,17,,
Balance Sheet,Reserves,4535,,,,5990,,,,6780,,,,7371,3318,3638,4193,,
Balance Sheet,Borrowings,126,,,,201,,,,157,,,,261,58,84,92,,
Balance Sheet,Other Liabilities,1698,,,,1753,,,,2021,,,,2518,1102,1261,1495,,
Balance Sheet,Total Liabilities,6376,,,,7961,,,,8976,,,,10168,4496,5000,5797,,
Balance Sheet,Fixed Assets,2492,,,,3747,,,,3807,,,,4015,1813,1829,2455,,
Balance Sheet,CWIP,830,,,,249,,,,641,,,,1298,315,827,399,,
Balance Sheet,Investments,77,,,,427,,,,714,,,,682,20,156,280,,
Balance Sheet,Other Assets,2977,,,,3538,,,,3814,,,,4174,2348,2189,2663,,
Balance Sheet,Total Assets,6376,,,,7961,,,,8976,,,,10168,4496,5000,5797,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,633,,,,945,,,,1266,,,,1351,541,1177,802,,
Cash Flows,Cash from Investing Activity,-482,,,,-773,,,,-1020,,,,-1132,-448,-830,-616,,
Cash Flows,Cash from Financing Activity,-213,,,,-112,,,,-242,,,,-160,-92,-364,-122,,
Cash Flows,Net Cash Flow,-62,,,,60,,,,3,,,,60,2,-18,64,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,33,,,,31,,,,35,,,,36,41,34,40,,
Ratios,Inventory Days,108,,,,90,,,,90,,,,92,83,94,111,,
Ratios,Days Payable,48,,,,40,,,,40,,,,46,40,50,57,,
Ratios,Cash Conversion Cycle,93,,,,82,,,,86,,,,83,85,77,93,,
Ratios,Working Capital Days,52,,,,62,,,,54,,,,55,66,49,55,,
Ratios,ROCE %,16%,,,,20%,,,,19%,,,,17%,,23%,22%,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,28.06%,28.06%,28.06%,28.06%,28.06%,28.06%,28.06%,32.86%,32.86%,32.86%,32.86%,32.86%,,,,,
Shareholding Pattern (Quarterly),FIIs,,18.34%,18.47%,35.49%,36.19%,35.22%,24.64%,24.00%,24.46%,23.84%,22.33%,21.82%,20.71%,,,,,
Shareholding Pattern (Quarterly),DIIs,,10.82%,10.02%,9.25%,9.21%,10.47%,16.81%,17.91%,15.36%,14.55%,15.36%,14.81%,14.59%,,,,,
Shareholding Pattern (Quarterly),Public,,42.77%,43.45%,27.20%,26.55%,26.24%,30.50%,30.02%,27.33%,28.76%,29.43%,30.52%,31.86%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,549006,548433,479962,471435,464529,560987,552894,563871,662428,734151,807657,862059,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,28.06%,,,,28.06%,,,,32.86%,,,,32.86%,52.06%,28.06%,28.06%,52.06%,52.06%
Shareholding Pattern (Yearly),FIIs,18.10%,,,,36.19%,,,,24.46%,,,,20.71%,19.38%,20.91%,21.34%,19.67%,18.97%
Shareholding Pattern (Yearly),DIIs,11.38%,,,,9.21%,,,,15.36%,,,,14.59%,10.32%,11.14%,12.64%,8.92%,10.97%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,0.37%,0.47%,0.00%,0.00%,0.31%
Shareholding Pattern (Yearly),Public,42.46%,,,,26.55%,,,,27.33%,,,,31.86%,17.87%,39.42%,37.96%,19.35%,17.69%
Shareholding Pattern (Yearly),No. of Shareholders,542133,,,,471435,,,,563871,,,,862059,67723,73723,149574,60960,67815
,,,,,,,,,,,,,,,,,,,
