Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,76,,,,83,,,,74,,,,73,168,79,82,97
Ratios,Inventory Days,140,,,,97,,,,92,,,,82,619,121,161,173
Ratios,Days Payable,85,,,,74,,,,79,,,,77,719,123,95,127
Ratios,Cash Conversion Cycle,132,,,,105,,,,87,,,,78,68,77,148,143
Ratios,Working Capital Days,93,,,,86,,,,75,,,,119,49,-13,80,122
Ratios,ROCE %,22%,,,,22%,,,,24%,,,,18%,,51%,19%,21%
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,67.18%,53.58%,53.53%,33.00%,29.76%,29.76%,29.71%,29.71%,29.71%,28.04%,28.03%,28.02%,,,,
Shareholding Pattern (Quarterly),FIIs,,8.80%,11.56%,11.27%,24.69%,31.68%,33.35%,32.88%,32.93%,32.03%,33.55%,33.25%,29.91%,,,,
Shareholding Pattern (Quarterly),DIIs,,16.12%,24.52%,24.37%,31.28%,28.20%,27.50%,27.90%,28.77%,29.50%,30.95%,31.15%,34.43%,,,,
Shareholding Pattern (Quarterly),Public,,7.90%,10.32%,10.83%,11.01%,10.35%,9.39%,9.51%,8.59%,8.75%,7.44%,7.57%,7.62%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,400004,467128,479651,482517,470818,443173,440928,412728,424896,399335,405093,408859,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,67.18%,,,,33.00%,,,,29.71%,,,,28.02%,,,,
Shareholding Pattern (Yearly),FIIs,8.79%,,,,24.69%,,,,32.93%,,,,29.91%,,,,
Shareholding Pattern (Yearly),DIIs,16.42%,,,,31.28%,,,,28.77%,,,,34.43%,,,,
Shareholding Pattern (Yearly),Public,7.61%,,,,11.01%,,,,8.59%,,,,7.62%,,,,
Shareholding Pattern (Yearly),No. of Shareholders,395367,,,,482517,,,,412728,,,,408859,,,,
,,,,,,,,,,,,,,,,,,
