Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Shareholding Pattern (Quarterly),Promoters,,67.94%,67.96%,68.08%,68.09%,68.15%,68.15%,68.15%,68.16%,68.16%,67.81%,67.89%,68.83%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.45%,0.18%,0.02%,2.17%,1.05%,1.12%,0.37%,0.20%,0.28%,0.61%,0.48%,0.41%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,9.78%,10.63%,11.19%,11.91%,11.32%,10.83%,10.95%,11.01%,11.23%,11.77%,12.42%,11.31%,,,,,,
Shareholding Pattern (Quarterly),Public,,21.82%,21.22%,20.69%,17.83%,19.48%,19.90%,20.54%,20.63%,20.32%,19.82%,19.21%,19.45%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,38627,38605,35952,31478,36170,45728,49424,50805,50100,48620,47945,48139,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,67.88%,,,,68.09%,,,,68.16%,,,,68.83%,,70.65%,65.84%,66.19%,67.41%,67.51%
Shareholding Pattern (Yearly),FIIs,0.60%,,,,2.17%,,,,0.20%,,,,0.41%,,0.58%,0.54%,0.44%,0.71%,1.48%
Shareholding Pattern (Yearly),DIIs,8.77%,,,,11.91%,,,,11.01%,,,,11.31%,,13.93%,14.47%,13.30%,14.10%,11.10%
Shareholding Pattern (Yearly),Public,22.75%,,,,17.83%,,,,20.63%,,,,19.45%,,14.84%,19.15%,20.07%,17.78%,19.91%
Shareholding Pattern (Yearly),No. of Shareholders,40395,,,,31478,,,,50805,,,,48139,,17636,18040,24070,21332,24165
,,,,,,,,,,,,,,,,,,,,
