Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 201418m,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2014
Balance Sheet,Fixed Assets,49,,,,42,,,,33,,,,28,,185,197,177,180,120,89,72,196
Balance Sheet,CWIP,0,,,,0,,,,0,,,,0,,2,9,7,3,1,0,0,5
Balance Sheet,Investments,45,,,,50,,,,14,,,,18,,284,284,278,319,60,37,41,284
Balance Sheet,Other Assets,1838,,,,1761,,,,1660,,,,1660,,3858,3505,3845,4804,3139,2742,2325,3469
Balance Sheet,Total Assets,1932,,,,1852,,,,1707,,,,1707,,4329,3995,4307,5306,3320,2868,2439,3954
,,,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,98,,,,8,,,,-73,,,,-49,,-110,-177,51,-117,229,216,35,-170
Cash Flows,Cash from Investing Activity,-14,,,,55,,,,-23,,,,87,,-14,243,54,-63,-22,-116,9,75
Cash Flows,Cash from Financing Activity,-47,,,,-19,,,,-10,,,,-1,,97,-84,-106,191,-206,-49,-44,73
Cash Flows,Net Cash Flow,37,,,,43,,,,-105,,,,37,,-27,-17,-1,11,1,51,0,-23
,,,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,90,,,,154,,,,56,,,,63,,103,102,81,97,46,134,147,66
Ratios,Inventory Days,138,,,,264,,,,146,,,,70,,501,317,482,689,75,134,151,345
Ratios,Days Payable,2717,,,,4619,,,,3009,,,,2484,,490,374,460,649,638,1976,2964,373
Ratios,Cash Conversion Cycle,-2489,,,,-4201,,,,-2807,,,,-2351,,114,45,103,137,-517,-1708,-2665,37
Ratios,Working Capital Days,-1649,,,,-2943,,,,-2016,,,,-1658,,72,40,-47,-96,-568,-2018,-1466,31
Ratios,ROCE %,,,,,,,,,,,,,,,12%,-6%,12%,17%,-6%,3%,-90%,10%
,,,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,42.25%,42.25%,42.25%,42.25%,42.25%,42.25%,42.25%,42.25%,42.25%,42.25%,42.25%,42.25%,,,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.07%,0.13%,0.22%,0.22%,0.22%,0.22%,0.22%,0.22%,0.23%,0.59%,0.79%,0.88%,,,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,1.65%,1.65%,1.65%,1.63%,1.63%,1.27%,1.27%,1.27%,0.79%,0.37%,0.37%,0.37%,,,,,,,,,
Shareholding Pattern (Quarterly),Public,,56.03%,55.97%,55.88%,55.90%,55.90%,56.27%,56.26%,56.25%,56.74%,56.79%,56.60%,56.50%,,,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,33506,33024,32452,31948,31529,30972,30349,29365,29577,28749,28393,28126,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,42.25%,,,,42.25%,,,,42.25%,,,,42.25%,,,,42.25%,42.25%,42.25%,42.25%,42.25%,
Shareholding Pattern (Yearly),FIIs,0.00%,,,,0.22%,,,,0.22%,,,,0.88%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,
Shareholding Pattern (Yearly),DIIs,1.65%,,,,1.63%,,,,1.27%,,,,0.37%,,,,9.99%,7.52%,5.94%,32.60%,3.96%,
Shareholding Pattern (Yearly),Public,56.10%,,,,55.90%,,,,56.25%,,,,56.50%,,,,47.76%,50.23%,51.81%,25.15%,53.79%,
Shareholding Pattern (Yearly),No. of Shareholders,33852,,,,31948,,,,29365,,,,28126,,,,35094,34918,36702,35572,33680,
,,,,,,,,,,,,,,,,,,,,,,,
