Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2017
Balance Sheet,Borrowing,52961,,,,53621,,,,55017,,,,62310,53777,71859,67735,59392,
Balance Sheet,Other Liabilities,2897,,,,2238,,,,2414,,,,3348,2670,4466,3197,3077,
Balance Sheet,Total Liabilities,65730,,,,66874,,,,72405,,,,82520,63014,83869,78930,71392,
Balance Sheet,Fixed Assets,150,,,,146,,,,207,,,,251,76,103,251,181,
Balance Sheet,CWIP,4,,,,3,,,,15,,,,5,10,5,4,2,
Balance Sheet,Investments,3483,,,,3196,,,,4346,,,,3381,2413,4561,2076,2045,
Balance Sheet,Other Assets,62093,,,,63528,,,,67837,,,,78884,60516,79200,76599,69164,
Balance Sheet,Total Assets,65730,,,,66874,,,,72405,,,,82520,63014,83869,78930,71392,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,6254,,,,-1865,,,,-4662,,,,-8057,-15664,-16617,8928,6611,
Cash Flows,Cash from Investing Activity,-1475,,,,176,,,,-1186,,,,757,-50,-54,-63,21,
Cash Flows,Cash from Financing Activity,-6732,,,,301,,,,4179,,,,7404,18464,17888,-4386,-8178,
Cash Flows,Net Cash Flow,-1953,,,,-1388,,,,-1669,,,,104,2751,1217,4480,-1546,
,,,,,,,,,,,,,,,,,,,
Ratios,ROE %,9%,,,,10%,,,,12%,,,,12%,,17%,8%,11%,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,32.57%,32.57%,32.53%,32.52%,28.15%,28.14%,28.13%,28.13%,28.13%,28.11%,28.11%,28.10%,,,,,
Shareholding Pattern (Quarterly),FIIs,,23.96%,23.24%,23.64%,24.29%,24.77%,24.81%,24.70%,25.00%,17.89%,20.42%,24.34%,21.45%,,,,,
Shareholding Pattern (Quarterly),DIIs,,2.38%,3.28%,2.98%,3.65%,7.60%,7.72%,7.86%,6.88%,10.95%,22.17%,26.85%,29.88%,,,,,
Shareholding Pattern (Quarterly),Public,,41.09%,40.90%,40.85%,39.53%,39.48%,39.32%,39.32%,39.98%,43.04%,29.29%,20.69%,20.57%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,120592,119997,118147,108269,120193,119631,124656,133177,162938,158799,183482,182070,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,32.57%,,,,32.52%,,,,28.13%,,,,28.10%,32.96%,32.79%,32.65%,32.64%,39.08%
Shareholding Pattern (Yearly),FIIs,23.96%,,,,24.29%,,,,25.00%,,,,21.45%,16.33%,19.91%,21.80%,24.51%,15.35%
Shareholding Pattern (Yearly),DIIs,2.33%,,,,3.65%,,,,6.88%,,,,29.88%,7.64%,8.90%,6.34%,3.31%,4.11%
Shareholding Pattern (Yearly),Public,41.14%,,,,39.53%,,,,39.98%,,,,20.57%,43.06%,38.40%,39.21%,39.55%,41.46%
Shareholding Pattern (Yearly),No. of Shareholders,119187,,,,108269,,,,133177,,,,182070,97960,90522,101116,105902,101015
,,,,,,,,,,,,,,,,,,,
