Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Shareholding Pattern (Quarterly),Promoters,,68.72%,68.72%,68.73%,68.75%,68.79%,68.94%,68.94%,68.93%,68.93%,68.93%,68.93%,68.93%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.03%,0.01%,0.01%,0.01%,0.01%,0.00%,0.01%,0.02%,0.16%,0.09%,0.07%,0.04%,,,,,,,
Shareholding Pattern (Quarterly),Public,,31.25%,31.26%,31.25%,31.22%,31.19%,31.05%,31.04%,31.02%,30.89%,30.96%,30.97%,31.01%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,18982,18346,18578,18355,18876,20356,20731,20884,19536,18980,18286,17789,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,67.24%,,,,68.75%,,,,68.93%,,,,68.93%,,,62.46%,63.10%,67.25%,67.23%,67.22%
Shareholding Pattern (Yearly),FIIs,0.10%,,,,0.01%,,,,0.02%,,,,0.04%,,,0.00%,0.00%,0.02%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,32.67%,,,,31.22%,,,,31.02%,,,,31.01%,,,37.54%,36.90%,32.73%,32.77%,32.78%
Shareholding Pattern (Yearly),No. of Shareholders,11438,,,,18355,,,,20884,,,,17789,,,7317,7807,7665,7187,7614
,,,,,,,,,,,,,,,,,,,,,
