Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2017
Profit & Loss,Depreciation,11,,,,10,,,,7,,,,6,8,6,9,10,
Profit & Loss,Profit before tax,49,,,,17,,,,38,,,,12,22,16,11,34,
Profit & Loss,Tax %,28%,,,,29%,,,,25%,,,,19%,30%,48%,18%,23%,
Profit & Loss,Net Profit,35,,,,12,,,,28,,,,10,16,8,9,27,
Profit & Loss,EPS in Rs,5.39,,,,1.86,,,,4.33,,,,1.49,2.38,1.27,1.31,4.05,
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,0%,0%,0%,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,7,,,,7,,,,7,,,,7,7,7,7,7,
Balance Sheet,Reserves,260,,,,284,,,,294,,,,283,169,179,185,216,
Balance Sheet,Borrowings,10,,,,49,,,,186,,,,206,96,3,61,67,
Balance Sheet,Other Liabilities,74,,,,81,,,,34,,,,42,104,147,151,58,
Balance Sheet,Total Liabilities,350,,,,420,,,,520,,,,537,375,335,403,348,
Balance Sheet,Fixed Assets,77,,,,72,,,,59,,,,62,69,75,99,88,
Balance Sheet,CWIP,5,,,,7,,,,32,,,,93,6,28,3,0,
Balance Sheet,Investments,52,,,,129,,,,185,,,,129,7,17,11,25,
Balance Sheet,Other Assets,216,,,,212,,,,244,,,,253,295,216,291,235,
Balance Sheet,Total Assets,350,,,,420,,,,520,,,,537,375,335,403,348,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-1,,,,24,,,,-52,,,,14,-10,130,-4,36,
Cash Flows,Cash from Investing Activity,59,,,,-63,,,,-81,,,,-21,-22,-36,-26,-68,
Cash Flows,Cash from Financing Activity,-59,,,,35,,,,130,,,,9,34,-96,53,5,
Cash Flows,Net Cash Flow,-1,,,,-4,,,,-3,,,,2,2,-2,23,-27,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,18,,,,8,,,,14,,,,22,69,44,30,14,
Ratios,Inventory Days,84,,,,74,,,,91,,,,93,117,55,116,84,
Ratios,Days Payable,10,,,,9,,,,7,,,,14,75,80,110,10,
Ratios,Cash Conversion Cycle,92,,,,73,,,,99,,,,101,111,19,37,88,
Ratios,Working Capital Days,75,,,,50,,,,94,,,,169,113,25,45,45,
Ratios,ROCE %,17%,,,,6%,,,,10%,,,,4%,,8%,5%,13%,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,74.75%,74.75%,74.75%,74.75%,74.75%,74.75%,74.75%,74.75%,74.75%,74.75%,74.75%,74.75%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.13%,0.20%,0.10%,0.12%,0.73%,0.96%,0.88%,0.78%,0.73%,0.64%,0.00%,0.00%,,,,,
Shareholding Pattern (Quarterly),Government,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.63%,0.63%,,,,,
Shareholding Pattern (Quarterly),Public,,25.12%,25.05%,25.15%,25.12%,24.51%,24.29%,24.37%,24.48%,24.52%,24.61%,24.63%,24.62%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,29253,28860,28186,27096,26985,27599,27853,34560,33442,32443,31797,31413,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,74.75%,,,,74.75%,,,,74.75%,,,,74.75%,64.92%,69.84%,74.75%,74.75%,64.92%
Shareholding Pattern (Yearly),FIIs,0.10%,,,,0.12%,,,,0.78%,,,,0.00%,1.88%,6.18%,1.28%,1.28%,0.00%
Shareholding Pattern (Yearly),DIIs,0.01%,,,,0.00%,,,,0.00%,,,,0.00%,0.00%,0.01%,0.00%,0.00%,0.03%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.00%,,,,0.00%,,,,0.63%,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,25.15%,,,,25.12%,,,,24.48%,,,,24.62%,33.20%,23.97%,23.97%,23.97%,35.05%
Shareholding Pattern (Yearly),No. of Shareholders,26996,,,,27096,,,,34560,,,,31413,23982,22742,22101,21613,24627
,,,,,,,,,,,,,,,,,,,
