Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2020,Mar 2021,Mar 2018,Mar 2019
Balance Sheet,Borrowings,28,,,,19,,,,13,,,,14,85,79,57,72,,
Balance Sheet,Other Liabilities,189,,,,175,,,,100,,,,137,84,64,76,59,,
Balance Sheet,Total Liabilities,788,,,,945,,,,914,,,,1071,372,340,445,519,,
Balance Sheet,Fixed Assets,130,,,,105,,,,128,,,,136,195,187,161,134,,
Balance Sheet,CWIP,0,,,,14,,,,0,,,,0,2,0,3,0,,
Balance Sheet,Investments,164,,,,268,,,,253,,,,349,39,23,18,50,,
Balance Sheet,Other Assets,494,,,,558,,,,534,,,,585,137,129,262,334,,
Balance Sheet,Total Assets,788,,,,945,,,,914,,,,1071,372,340,445,519,,
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,60,,,,141,,,,140,,,,65,21,-8,99,71,,
Cash Flows,Cash from Investing Activity,-1,,,,-112,,,,-20,,,,-8,-9,-1,-38,-115,,
Cash Flows,Cash from Financing Activity,-51,,,,-17,,,,-17,,,,-17,-12,11,-22,10,,
Cash Flows,Net Cash Flow,7,,,,13,,,,103,,,,40,-0,2,40,-35,,
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,38,,,,33,,,,45,,,,59,54,117,43,39,,
Ratios,Inventory Days,62,,,,39,,,,24,,,,41,37,49,36,27,,
Ratios,Days Payable,33,,,,22,,,,10,,,,15,39,16,24,8,,
Ratios,Cash Conversion Cycle,67,,,,50,,,,59,,,,85,51,150,55,57,,
Ratios,Working Capital Days,53,,,,45,,,,60,,,,84,44,157,46,48,,
Ratios,ROCE %,26%,,,,26%,,,,15%,,,,14%,,4%,,21%,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,62.09%,62.09%,62.09%,62.09%,62.09%,62.09%,61.84%,61.84%,61.84%,61.84%,61.84%,61.84%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.14%,0.71%,0.74%,0.59%,0.60%,0.64%,0.65%,0.57%,0.55%,0.14%,0.08%,0.14%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.05%,,,,,,
Shareholding Pattern (Quarterly),Public,,37.72%,37.16%,37.12%,37.28%,37.27%,37.23%,37.48%,37.56%,37.57%,37.99%,38.04%,37.98%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,59283,62802,64522,65045,47181,48576,48539,47510,46565,45411,45959,44078,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,62.09%,,,,62.09%,,,,61.84%,,,,61.84%,,57.54%,62.09%,62.05%,59.67%,61.68%
Shareholding Pattern (Yearly),FIIs,0.20%,,,,0.59%,,,,0.57%,,,,0.14%,,0.00%,0.00%,0.02%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.04%,,,,0.04%,,,,0.04%,,,,0.05%,,0.30%,0.04%,0.04%,0.04%,0.04%
Shareholding Pattern (Yearly),Public,37.67%,,,,37.28%,,,,37.56%,,,,37.98%,,42.16%,37.86%,37.89%,40.29%,38.27%
Shareholding Pattern (Yearly),No. of Shareholders,59058,,,,65045,,,,47510,,,,44078,,61395,59333,58036,60264,60101
,,,,,,,,,,,,,,,,,,,,
