Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Ratios,Cash Conversion Cycle,81,,,,69,,,,15,,,,14,-7,-1,13,70
Ratios,Working Capital Days,90,,,,73,,,,33,,,,139,-5,9,26,66
Ratios,ROCE %,15%,,,,14%,,,,18%,,,,17%,,15%,12%,19%
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,59.95%,59.95%,60.75%,62.37%,62.82%,62.82%,62.82%,62.82%,62.51%,62.51%,62.51%,62.34%,,,,
Shareholding Pattern (Quarterly),FIIs,,3.21%,2.19%,1.45%,1.32%,0.80%,0.80%,1.35%,1.18%,1.59%,2.00%,1.55%,1.52%,,,,
Shareholding Pattern (Quarterly),DIIs,,12.23%,11.14%,12.20%,11.61%,11.53%,11.52%,11.71%,11.82%,10.35%,9.58%,10.26%,10.89%,,,,
Shareholding Pattern (Quarterly),Public,,24.62%,26.71%,25.59%,24.68%,24.84%,24.85%,24.11%,24.19%,25.55%,25.91%,25.67%,25.25%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,88746,86801,82690,79233,75470,68798,61900,51277,45824,45706,46590,46383,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,59.95%,,,,62.37%,,,,62.82%,,,,62.34%,,,,
Shareholding Pattern (Yearly),FIIs,3.40%,,,,1.32%,,,,1.18%,,,,1.52%,,,,
Shareholding Pattern (Yearly),DIIs,9.83%,,,,11.61%,,,,11.82%,,,,10.89%,,,,
Shareholding Pattern (Yearly),Public,26.82%,,,,24.68%,,,,24.19%,,,,25.25%,,,,
Shareholding Pattern (Yearly),No. of Shareholders,92115,,,,79233,,,,51277,,,,46383,,,,
,,,,,,,,,,,,,,,,,,
